日期,收盘点位,全收益收盘点位(元),市值(元),流通市值(元),自由流通市值(元),PE-TTM平均值,PE-TTM 分位点,PE-TTM 80%分位点值,PE-TTM 50%分位点值,PE-TTM 20%分位点值
2022-01-17,=1338.3200,=1348.8900,=2662815303535.5811,=1133111330185,=878357981918.4198,=74.9568,=0.0414,=94.3163,=87.4806,=80.6215
2022-01-14,=1312.2900,=1322.6600,=2616933695555.5796,=1111180352506,=860455479753.2900,=73.5527,=0.0222,=94.3163,=87.5426,=80.7047
2022-01-13,=1294.6500,=1304.8800,=2592345514977.8188,=1095355900420,=849266867356.6499,=72.7107,=0.0083,=94.3163,=87.6046,=80.7586
2022-01-12,=1316.3500,=1326.7600,=2637451295950.2402,=1113283404127,=863452142942.1200,=74.3750,=0.0223,=94.3163,=87.6948,=80.8522
2022-01-11,=1294.4000,=1304.6300,=2600570929871.6602,=1093838949500,=848623546349.5500,=73.2810,=0.0112,=94.3163,=87.7850,=80.8726
2022-01-10,=1318.2700,=1328.6800,=2643073822344.2397,=1114660718132,=864552939235.4902,=74.9478,=0.0280,=94.3327,=87.8002,=80.8726
2022-01-07,=1305.4900,=1315.8100,=2623205951841.0103,=1105266445303,=855322671003.0400,=74.4055,=0.0197,=94.3327,=87.8155,=80.8740
2022-01-06,=1320.9300,=1331.3700,=2649992731821.2700,=1119519879598,=865201112054.4601,=75.8759,=0.0394,=94.3327,=87.8322,=80.9483
2022-01-05,=1333.3300,=1343.8700,=2674600981617.3403,=1129339416966,=873029433913.6602,=76.6290,=0.0537,=94.3327,=87.8489,=80.9577
2022-01-04,=1364.9900,=1375.7800,=2728932690880.8101,=1155182081880,=892502410774.7504,=78.8354,=0.1161,=94.3327,=87.8526,=81.1511
2021-12-31,=1398.1900,=1409.2400,=2785466865113.7212,=1172273939988,=913870918895.4500,=80.6215,=0.1761,=94.6838,=87.8563,=81.1511
2021-12-30,=1375.5600,=1386.4300,=2746401267813.9502,=1151846917469,=898498191182.5895,=79.7868,=0.1595,=94.6838,=87.8835,=81.1569
2021-12-29,=1356.2100,=1366.9300,=2711278143622.5601,=1127057373770,=886108896689.9800,=78.2716,=0.1029,=94.6838,=87.9106,=81.1682
2021-12-28,=1369.6200,=1380.4400,=2737683950924.5000,=1138506021090,=895174319121.7103,=78.7425,=0.1089,=94.6838,=87.9432,=81.1713
2021-12-27,=1355.6400,=1366.3500,=2710780449736.1504,=1127098157321,=886361763148.5400,=77.8855,=0.0805,=94.6838,=87.9759,=81.1767
2021-12-24,=1358.7300,=1369.4700,=2720234205931.7100,=1126551565000,=887790040627.1101,=78.0922,=0.0893,=94.7100,=88.0089,=81.1767
2021-12-23,=1375.9700,=1386.8400,=2750361707108.9102,=1139571842783,=898779539512.3499,=79.3567,=0.1272,=94.7100,=88.0420,=81.1953
2021-12-22,=1375.0300,=1385.9000,=2755210853070.4204,=1139495219227,=898734189948.6801,=79.5453,=0.1333,=94.7100,=88.0522,=81.1978
2021-12-21,=1374.6500,=1385.5100,=2754845677655.7598,=1138153034547,=898639060113.0201,=79.2825,=0.1221,=94.7100,=88.0624,=81.2849
2021-12-20,=1363.9600,=1374.7300,=2731532650089.5000,=1126593759391,=891210735802.3699,=79.0379,=0.1108,=94.7100,=88.1335,=81.3089
2021-12-17,=1399.0600,=1410.1100,=2796405243296.5000,=1156553725219,=914408979102.4200,=80.9483,=0.1696,=94.8012,=88.2045,=81.3089
2021-12-16,=1425.9300,=1437.2000,=2844674002182.9902,=1179146765292,=931859991797.8600,=82.5110,=0.2493,=94.8012,=88.2283,=81.3139
2021-12-15,=1424.9000,=1436.1600,=2843673704063.9800,=1162110230506,=931077403936.0204,=82.3226,=0.2382,=94.8012,=88.2520,=81.3139
2021-12-14,=1439.4700,=1450.8400,=2870169993066.2397,=1172515463143,=940629447037.3898,=82.8655,=0.2684,=94.8012,=88.2551,=81.3139
2021-12-13,=1445.7100,=1457.1300,=2881434285893,=1176600945337,=945395826070.0900,=82.6766,=0.2574,=94.8012,=88.2582,=81.3139
2021-12-10,=1435.7000,=1447.0500,=2689702308005.9702,=1152334127614,=918305736306.8602,=79.0115,=0.1098,=94.8547,=88.2809,=81.3089
2021-12-09,=1434.5200,=1445.8600,=2673188520146.0996,=1143621277257,=911734149922.1896,=79.2740,=0.1131,=94.8547,=88.3035,=81.3139
2021-12-08,=1415.3700,=1426.5600,=2628021713737.1602,=1127435065034,=899080968250.7802,=78.2712,=0.0985,=94.8547,=88.3282,=81.3891
2021-12-07,=1389.4400,=1400.4200,=2583218897444.0698,=1106445453552,=882376854820.7100,=76.7331,=0.0599,=94.8547,=88.3529,=81.4048
2021-12-06,=1405.7700,=1416.8800,=2602198500305.5503,=1113735845369,=889353392223.7198,=77.9974,=0.0841,=94.8547,=88.4553,=81.6602
2021-12-03,=1444.8300,=1456.2500,=2667847557966.2598,=1132860211724,=911984058365.1300,=80.1962,=0.1355,=94.9066,=88.5578,=81.6602
2021-12-02,=1429.5000,=1440.7400,=2637473033875.5400,=1119187460830,=900801701589.0200,=79.3987,=0.1118,=94.9066,=88.6042,=81.6923
2021-12-01,=1456.4800,=1467.9400,=2687388537597.6997,=1143729797454,=918871825982.3101,=81.1713,=0.1667,=94.9066,=88.6506,=81.7969
2021-11-30,=1475.7100,=1487.3200,=2721062934318.2490,=1161097360291,=931881669954.1200,=82.0720,=0.2158,=94.9066,=88.6576,=81.7985
2021-11-29,=1471.2300,=1482.8000,=2708881140357.1401,=1155676880567,=928954740464.9902,=81.9277,=0.2104,=94.9066,=88.6647,=81.7985
2021-11-26,=1459.9300,=1471.4100,=2698394899291.9097,=1149369272292,=921710263934.5500,=80.9577,=0.1560,=95.1544,=88.6947,=81.7969
2021-11-25,=1468.0700,=1479.6200,=2715712183121.7197,=1155046752261,=926260367960.6500,=81.3139,=0.1810,=95.1544,=88.7247,=81.7985
2021-11-24,=1472.2200,=1483.8000,=2719381995925.5811,=1158059115512,=928854864691.6700,=81.6602,=0.1877,=95.1544,=88.7409,=81.8034
2021-11-23,=1476.2500,=1487.8600,=2728296264829.5811,=1141722696720,=931707249863.2400,=81.8034,=0.1975,=95.1544,=88.7571,=81.8854
2021-11-22,=1479.9900,=1491.6300,=2733004182971.4995,=1145614656975,=935247804099.1396,=81.6923,=0.1889,=95.1544,=88.7830,=82.0146
2021-11-19,=1444.7800,=1456.1500,=2676716290145.2798,=1122371951055,=915315424838.8000,=79.7805,=0.1273,=95.2072,=88.8089,=82.0146
2021-11-18,=1423.9700,=1435.1700,=2637823200029.5698,=1102942241268,=899726451761.2301,=78.2707,=0.0935,=95.2072,=88.9023,=82.0829
2021-11-17,=1436.1600,=1447.4500,=2662383773370.8096,=1110838619382,=906587061115.9702,=78.7956,=0.1000,=95.2072,=88.9956,=82.4211
2021-11-16,=1421.2700,=1432.4500,=2635205479243.1001,=1097278558083,=896393642596.9199,=78.0949,=0.0909,=95.2072,=88.9977,=82.4641
2021-11-15,=1432.6000,=1443.8700,=2659229174560.6899,=1106687863741,=904483407465.1600,=78.6248,=0.0943,=95.2072,=88.9998,=82.5026
2021-11-12,=1440.1600,=1451.4800,=2660949872017.9102,=1110186175146,=907295898186.3400,=79.0714,=0.0946,=95.2713,=89.0238,=82.5026
2021-11-11,=1437.1500,=1448.4500,=2662185044182.1704,=1105598857017,=859892408867.1101,=78.3902,=0.0918,=95.2713,=89.0478,=82.5437
2021-11-10,=1420.4500,=1431.6200,=2639921592666.4497,=1093603291955,=849779557647.6801,=77.1862,=0.0730,=95.2713,=89.0564,=82.6230
2021-11-09,=1420.5100,=1431.6800,=2633973363800.1602,=1094802731843,=850285624626.5699,=76.9670,=0.0701,=95.2713,=89.0650,=82.6435
2021-11-08,=1400.8000,=1411.8100,=2593550553735.5195,=1082065131608,=840307279887.9399,=75.7866,=0.0351,=95.2713,=89.0938,=82.7259
2021-11-05,=1396.7400,=1407.7200,=2604352244317.2900,=1080915537706,=839020148592.5901,=75.7060,=0.0321,=95.3236,=89.1227,=82.7259
2021-11-04,=1410.7400,=1421.8400,=2624172507297.2202,=1090307517171,=846437662680.4500,=76.6781,=0.0547,=95.3236,=89.1244,=82.8515
2021-11-03,=1399.5500,=1410.5600,=2599860478129.1104,=1081114144778,=839003937659.7599,=75.7877,=0.0323,=95.3236,=89.1262,=82.8524
2021-11-02,=1405.6400,=1416.6900,=2602540022360.9600,=1087762152405,=843565326963.3601,=75.9730,=0.0356,=95.3236,=89.1378,=82.9412
2021-11-01,=1404.2100,=1415.2500,=2598602921657.6211,=1085993279073,=843544156608.4901,=75.7961,=0.0325,=95.3236,=89.1495,=83.0142
2021-10-29,=1396.2000,=1407.1800,=2592600171984.9902,=1085679821372,=786489080975.6699,=75.4211,=0.0293,=95.3624,=89.1800,=83.0142
2021-10-28,=1356.3700,=1367.0400,=2519241912873.0498,=1027267789659,=732098608996.8098,=76.3634,=0.0392,=95.3624,=89.2105,=83.0366
2021-10-27,=1361.8200,=1372.5300,=2529188920493.4102,=1029315421138,=732714981137.4601,=82.5437,=0.1705,=95.3624,=89.2129,=83.1707
2021-10-26,=1376.1300,=1386.9500,=2571030626188.9600,=1032685489079,=737887185078.0901,=84.0695,=0.2368,=95.3624,=89.2154,=83.1804
2021-10-25,=1380.3100,=1391.1600,=2577675242181.3198,=1034218638024,=734894383150.7102,=84.2316,=0.2376,=95.3624,=89.3440,=83.1804
2021-10-22,=1368.1400,=1378.9000,=2561628608833.1011,=1023032486683,=726350243609.8402,=83.8552,=0.2318,=95.4257,=89.4726,=83.1707
2021-10-21,=1362.4000,=1373.1200,=2539932550161.0400,=1018587636486,=723719159843.7201,=84.3123,=0.2425,=95.4257,=89.5102,=83.1707
2021-10-20,=1373.5900,=1384.4000,=2568020631192.3398,=1027820965298,=730471752570.5898,=85.4709,=0.3000,=95.4257,=89.5479,=83.1707
2021-10-19,=1366.7900,=1377.5400,=2558927902757.4097,=1021365740146,=724645931203.1301,=85.3180,=0.2943,=95.4257,=89.5563,=83.1707
2021-10-18,=1352.5700,=1363.2100,=2534588363931.2700,=1010091165009,=717469279242.1903,=84.9645,=0.2819,=95.4257,=89.5647,=83.1707
2021-10-15,=1363.1600,=1373.8800,=2553454924880.1396,=1012600198520,=720864285253.3597,=85.6740,=0.2963,=95.8734,=89.5901,=83.0366
2021-10-14,=1347.2700,=1357.8600,=2530933245559.3799,=1004415316232,=713206452179.4598,=84.5749,=0.2568,=95.8734,=89.6155,=83.0366
2021-10-13,=1344.7600,=1355.3400,=2531462879984.3901,=1000309068071,=711296199193.8301,=84.3945,=0.2508,=95.8734,=89.6358,=83.0366
2021-10-12,=1319.3900,=1329.7700,=2489597718758.9302,=979519465860,=694867499091.1801,=82.8515,=0.1871,=95.8734,=89.6560,=83.0366
2021-10-11,=1349.7700,=1360.3900,=2534984883506.0596,=1000070161205,=709293133549.6599,=84.4753,=0.2491,=95.8734,=89.7193,=83.1707
2021-10-08,=1364.4600,=1375.1900,=2560405268887.1802,=1009056039133,=717203440175.1998,=85.8331,=0.3014,=96.0700,=89.7826,=83.0366
2021-09-30,=1368.7200,=1379.4800,=2563167234462.4902,=1013039202417,=720408185155.0302,=86.3546,=0.3196,=96.0700,=89.8529,=83.0366
2021-09-29,=1345.7700,=1356.3500,=2533371570540.2500,=996699279726,=707863851422.1099,=84.6815,=0.2621,=96.0700,=89.9233,=83.0366
2021-09-28,=1354.1000,=1364.7500,=2537913174757.0796,=999984330657,=711301517489.6700,=81.1569,=0.1211,=96.0700,=89.9845,=83.0366
2021-09-27,=1368.6900,=1379.4500,=2566920937609.0503,=1013295390280,=720621201111.5701,=82.0829,=0.1632,=96.0700,=90.0458,=83.1707
2021-09-24,=1375,=1385.8100,=2566548613775.5298,=1016590610354,=725410575709.5900,=81.8854,=0.1568,=96.1741,=90.0587,=83.1707
2021-09-23,=1363.7900,=1374.5100,=2552261731776.9502,=1006725739671,=718139370755.8499,=81.1682,=0.1224,=96.1741,=90.0716,=83.1804
2021-09-22,=1355.2800,=1365.9400,=2535594914187.8501,=999307663623,=712666300390.9100,=81.4048,=0.1439,=96.1741,=90.1152,=83.2645
2021-09-17,=1349.6800,=1360.3000,=2537333215314.8701,=984626705435,=709081251364.2002,=81.1511,=0.1197,=96.1741,=90.1587,=83.3102
2021-09-16,=1351.4300,=1362.0500,=2536165626613.7905,=985942588549,=710269322558.3900,=80.8522,=0.1095,=96.1741,=90.2137,=83.3162
2021-09-15,=1384.5200,=1395.4100,=2594963333550.5801,=1011818613996,=729034373805.4200,=83.1804,=0.1879,=96.2619,=90.2686,=83.3162
2021-09-14,=1396.6700,=1407.6500,=2619176657625.8701,=1020712437290,=734095922666.3900,=87.9759,=0.3808,=96.2619,=90.2898,=83.3205
2021-09-13,=1384.4300,=1395.3200,=2615686461935.7197,=1015869954394,=727819484475.2299,=87.2972,=0.3429,=96.2619,=90.3110,=83.3205
2021-09-10,=1426.8100,=1438.0300,=2547200094499.4902,=1054734744317,=733286370920.9100,=80.3762,=0.1004,=96.2619,=90.3149,=83.3205
2021-09-09,=1402.1900,=1413.2200,=2505116380713.3804,=1039263791388,=721204037946.1299,=79.2896,=0.0719,=96.2619,=90.3188,=83.4433
2021-09-08,=1412.7200,=1423.8300,=2530468807668.3999,=1049344548840,=726535892065.9701,=79.7041,=0.0830,=96.3025,=90.3447,=83.4433
2021-09-07,=1438.5700,=1449.8800,=2566481199580.3398,=1068720577907,=742206263095.3101,=80.7586,=0.0978,=96.3025,=90.3705,=83.5603
2021-09-06,=1439,=1450.3100,=2568192703120.0601,=1068038600605,=741918690827.8400,=80.7047,=0.0945,=96.3025,=90.3830,=83.5862
2021-09-03,=1400.8900,=1411.9100,=2512418493049.7300,=1045353465654,=723527001033.6101,=77.8203,=0.0584,=96.3025,=90.3955,=83.7321
2021-09-02,=1399.4800,=1410.4900,=2497679051900.9199,=1042346968637,=723513293322.2198,=77.9685,=0.0586,=96.3025,=90.4122,=84.0138
2021-09-01,=1424.6600,=1435.8700,=2532410765512.4604,=1054114214228,=734110117815.0502,=79.2778,=0.0625,=96.9356,=90.4290,=84.0138
2021-08-31,=1441.1700,=1452.5100,=2551319465519.1699,=1066797672965,=743824223208.9500,=80.0628,=0.0738,=96.9356,=90.5390,=84.2820
2021-08-30,=1471.4500,=1483.0300,=2614019144530.3101,=1093191148343,=748279908818.5798,=81.3089,=0.1037,=96.9356,=90.6491,=84.3006
2021-08-27,=1480.3100,=1491.9600,=2617386679840.3901,=1074801241202,=741676041849.1300,=81.1767,=0.0892,=96.9356,=90.6998,=84.3192
2021-08-26,=1497.3400,=1509.1100,=2645527127716.3403,=1084421618526,=746617930496.3899,=83.0366,=0.1493,=96.9356,=90.7506,=84.5979
2021-08-25,=1542.7800,=1554.9100,=2715647300189.3203,=1115942574571,=765074554404.2501,=83.3205,=0.1648,=96.9766,=90.7534,=84.5979
2021-08-24,=1578.0300,=1590.3900,=2754601739377.0801,=1137683818954,=754798180397.8800,=87.2925,=0.3083,=96.9766,=90.7562,=84.6274
2021-08-23,=1564.1100,=1576.3600,=2735504257518.5298,=1130020543575,=748221595296.1599,=86.4233,=0.2679,=96.9766,=90.7943,=84.6274
2021-08-20,=1529.0900,=1541.0600,=2672885589946.5801,=1100411169812,=730981990544.3602,=84.6274,=0.2008,=96.9766,=90.8324,=84.6274
2021-08-19,=1546.1100,=1558.2200,=2710315661718.0703,=1115729527661,=739581577379.9698,=90.8324,=0.4981,=96.9766,=90.8370,=84.6359
2021-08-18,=1507.9900,=1519.8000,=2653030130031.1699,=1090134779304,=721033054563.0499,=89.5647,=0.4351,=97.0660,=90.8415,=84.5979
2021-08-17,=1509.2500,=1521.0700,=2649298953158.7002,=1077297101771,=713793485540.8101,=93.1359,=0.6284,=97.0660,=90.8607,=84.5979
2021-08-16,=1547.9300,=1560.0600,=2728166464071.6401,=1106439688816,=729788865124.4298,=97.8065,=0.8231,=97.0660,=90.8415,=84.5979
2021-08-13,=1552.7800,=1564.9400,=2730121704931.8101,=1110490365864,=731955692972.0901,=97.7285,=0.8185,=96.9766,=90.7988,=84.5979
2021-08-12,=1586.5000,=1598.9300,=2815617596272.1812,=1114152089393,=747090263231.3600,=99.7586,=0.8915,=96.9356,=90.7562,=84.5979
2021-08-11,=1578.7900,=1591.1600,=2803911548536.8398,=1094119076671,=743245612205.5898,=98.4820,=0.8444,=96.9356,=90.7534,=84.3192
2021-08-10,=1588.1900,=1600.6300,=2834299703391.4600,=1100206379470,=747012318242.2100,=98.9141,=0.8555,=96.3025,=90.7506,=84.3192
2021-08-09,=1574.4400,=1586.7700,=2816546300769.9897,=1087914083838,=740460181183.3000,=98.5879,=0.8549,=96.2619,=90.6998,=84.3192
2021-08-06,=1586.6700,=1599.1000,=2855416785125.7500,=1093402091913,=744204510940.7202,=99.1721,=0.8701,=96.1741,=90.6491,=84.3192
2021-08-05,=1604.8100,=1617.3800,=2890492279231.5303,=1104268033146,=752551297799.6802,=100.1288,=0.9012,=96.0700,=90.5390,=84.3192
2021-08-04,=1605.8900,=1618.4700,=2869022749651.3389,=1098939509263,=752973587115.6998,=100.5182,=0.9127,=96.0700,=90.4290,=84.3006
2021-08-03,=1564.1900,=1576.4400,=2806367122505.7798,=1069040076298,=733238412359.7898,=97.6844,=0.8406,=95.8734,=90.4122,=84.3006
2021-08-02,=1599.4700,=1612,=2870966970983.5596,=1095933827495,=750209795553.8900,=100.4223,=0.9120,=95.4257,=90.3955,=84.3006
2021-07-30,=1591.2200,=1603.6800,=2854061882360.8101,=1087042214675,=744838439580.8800,=102.0929,=0.9197,=95.3624,=90.3830,=84.3006
2021-07-29,=1588.4700,=1600.9100,=2830261966638.8101,=1084054044159,=740599684048.8701,=103.7444,=0.9355,=95.3236,=90.3705,=84.3006
2021-07-28,=1518.7000,=1530.5600,=2705484876793.1401,=1035043826639,=708072457839.9700,=98.0615,=0.8583,=95.3236,=90.3447,=84.2820
2021-07-27,=1545.2900,=1557.3500,=2759330320077.6304,=1059052959862,=720842664677.3099,=99.5717,=0.8984,=95.2713,=90.3188,=84.2820
2021-07-26,=1556.9800,=1569.0600,=2740821525675.7202,=1062949016468,=726639041777.6798,=101.8402,=0.9224,=95.2072,=90.3149,=84.2820
2021-07-23,=1563.4900,=1575.6200,=2742985591204.3799,=1064790478105,=729813572940.4200,=102.8353,=0.9303,=95.1544,=90.3110,=84.2820
2021-07-22,=1582.1300,=1594.4100,=2783036825118.1201,=1076473155359,=738183275565.4600,=103.8628,=0.9383,=94.9066,=90.2898,=84.2820
2021-07-21,=1565.6400,=1577.7900,=2757294844344.5298,=1025569932128,=730331992763.5400,=102.5625,=0.9339,=94.9066,=90.2686,=84.0138
2021-07-20,=1522.6300,=1534.4400,=2690074549104.7798,=998626643322,=710250136628.1299,=108.3204,=0.9710,=94.8547,=90.2137,=84.0138
2021-07-19,=1514.1800,=1525.9300,=2683012541293.2603,=969108002887,=706247498431.0598,=98.9910,=0.9042,=94.8012,=90.1587,=84.0138
2021-07-16,=1525.2300,=1537.0700,=2717225147133.5811,=955275790329,=711422774243.7999,=98.9636,=0.9038,=94.7100,=90.1152,=84.0138
2021-07-15,=1560.7000,=1572.7500,=2775343764969.6602,=931456909772,=727692753119.3898,=110.0957,=0.9832,=94.6838,=90.0716,=84.0138
2021-07-14,=1556.7200,=1567.6700,=2786346529895.8101,=901911449159,=725539137335.4698,=117.1930,=0.9958,=94.6838,=90.0587,=83.7321
2021-07-13,=1590.9800,=1602.1700,=2826974544036.9204,=921872466666,=741890742087.9202,=119.2942,=1,=94.3327,=90.0458,=83.7321
2021-07-12,=1601.6100,=1612.7600,=2857029354824.9302,=926406705806,=746681277056.2599,=110.6713,=0.9957,=94.3163,=89.9845,=83.7321
2021-07-09,=1583.7100,=1594.7400,=2838462281390.3398,=918983535905,=738497382929.9799,=108.0525,=0.9872,=94.3162,=89.9233,=83.7321
2021-07-08,=1610.7700,=1621.9900,=2877428129668.0898,=936918474215,=751580414669.7401,=109.7346,=0.9957,=94.2778,=89.8529,=83.7321
2021-07-07,=1570.0300,=1580.9600,=2827256911407.7012,=913436985091,=732195931661.1201,=107.2363,=0.9828,=94.2778,=89.7826,=83.5862
2021-07-06,=1532.7900,=1543.4700,=2764825943025.5200,=890915308707,=715082215087.0399,=104.2995,=0.9740,=94.2601,=89.7193,=83.5862
2021-07-05,=1575.8900,=1586.8700,=2844596933335.1699,=914130773469,=734699113194.2400,=116.5526,=1,=94.2571,=89.6560,=83.5862
2021-07-02,=1538.1600,=1548.8700,=2777647202407.4302,=895556968996,=717470365652.6000,=103.3549,=0.9782,=94.2324,=89.6358,=83.5862
2021-07-01,=1579.8000,=1590.8100,=2867994890534.5498,=920818010254,=737410846510.6200,=104.9891,=0.9868,=94.1260,=89.6155,=83.5862
2021-06-30,=1588.2200,=1599.2800,=2889133208428.3799,=916416558998,=741109836962.8300,=109.6006,=1,=94.1260,=89.5817,=83.5603
2021-06-29,=1562.0800,=1572.9600,=2826313906790.4600,=902289182040,=729124760078.2200,=107.3300,=0.9956,=93.9330,=89.5479,=83.5603
2021-06-28,=1562.9800,=1573.6800,=2829507459775.3604,=902531764992,=729598285692.0898,=107.7894,=1,=93.8834,=89.5102,=83.5603
2021-06-25,=1534.8500,=1545.3600,=2790733471151.2803,=885920602256,=716723433510.3298,=104.7650,=1,=93.8625,=89.4726,=83.5603
2021-06-24,=1504.8100,=1514.8400,=2728630494874.4902,=867444080970,=702515516876.2799,=96.2619,=0.9148,=93.8601,=89.3440,=83.5603
2021-06-23,=1534.3000,=1544.5200,=2774698885128.9307,=882516206843,=715842187737.4601,=98.3730,=0.9595,=93.8601,=89.2154,=83.4433
2021-06-22,=1523.3600,=1533.5100,=2728771229204.0400,=880372646267,=711983285688.6300,=97.1618,=0.9412,=93.8077,=89.2129,=83.4433
2021-06-21,=1528.1300,=1538.0900,=2739690560936.9097,=883283642369,=713961424439.0601,=96.9766,=0.9364,=93.7890,=89.2105,=83.4433
2021-06-18,=1494.7000,=1504.4400,=2690438978990.2104,=859034270878,=697734042718.5802,=94.6838,=0.8676,=93.6222,=89.1800,=83.4433
2021-06-17,=1473.5100,=1483.0700,=2663037186226.2803,=847724276292,=688122136626.1901,=92.4807,=0.7064,=93.5539,=89.1495,=83.4433
2021-06-16,=1406.4700,=1415.3800,=2540744595253.5400,=810333753601,=656905171731.3699,=88.2520,=0.4286,=93.6222,=89.1378,=83.3162
2021-06-15,=1448.2000,=1457.3800,=2598248613902.3999,=834478262227,=676980219292.9700,=91.3791,=0.6296,=93.6222,=89.1495,=83.3162
2021-06-11,=1436.2800,=1445.3800,=2285456972448.3398,=812136661826,=653511307054.5300,=83.4433,=0.2047,=93.6222,=89.1378,=83.3162
2021-06-10,=1450.4000,=1459.0600,=2300362726365.8901,=816138819120,=658372197701.7898,=84.5979,=0.2383,=93.6222,=89.1495,=83.3162
2021-06-09,=1427.3200,=1435.8000,=2264059097335.4502,=786477670749,=648926114462.1399,=83.2645,=0.1925,=93.6222,=89.1800,=83.3162
2021-06-08,=1419.0800,=1427.4800,=2246584846332.1904,=778370487602,=643674742204.5200,=83.5862,=0.2075,=93.7890,=89.2105,=83.3162
2021-06-07,=1433.5700,=1442.0400,=2265637551767.0703,=782992966284,=647863248445.8801,=84.8660,=0.2417,=93.7890,=89.2129,=83.3162
2021-06-04,=1431.5200,=1439.9700,=2258943598597.7002,=780903956874,=646240165893.7200,=84.7441,=0.2381,=93.7890,=89.2154,=83.3162
2021-06-03,=1414.5300,=1422.8100,=2246173286149.5303,=774681300176,=640257051466.9303,=83.3102,=0.1962,=93.7890,=89.3440,=83.3162
2021-06-02,=1426.8500,=1435.1900,=2269840183924.3105,=781838825855,=646089298708.7800,=83.5603,=0.2019,=93.7890,=89.4726,=83.5603
2021-06-01,=1460.5400,=1469.0800,=2332559364386.8398,=801086121149,=661597881325.6801,=85.8084,=0.2657,=93.8077,=89.5102,=83.3162
2021-05-31,=1442.6700,=1450.9600,=2298040158170.4497,=790641857859,=653613529351.8099,=84.6359,=0.2282,=93.8077,=89.5479,=83.3162
2021-05-28,=1386.0400,=1394,=2214219011597.5303,=757271288270,=626169229222.9700,=81.1978,=0.1220,=93.8077,=89.5817,=83.3162
2021-05-27,=1397.7700,=1405.7500,=2247894813257.4204,=767045499084,=632510949986.6200,=81.2849,=0.1225,=93.8077,=89.6155,=83.7321
2021-05-26,=1364.0400,=1371.7600,=2191687455814.7000,=749703910455,=618418996976.5399,=79.5906,=0.0887,=93.8077,=89.6358,=84.0138
2021-05-25,=1370.1200,=1377.8200,=2202520040898.2305,=754456758925,=622186604882.6799,=79.6042,=0.0891,=93.8601,=89.6560,=84.0138
2021-05-24,=1330.8700,=1338.3500,=2141583337270.8501,=731352727388,=603971089362.4998,=77.4405,=0.0746,=93.8601,=89.7193,=84.2820
2021-05-21,=1315.2100,=1322.6000,=2118021958153.4800,=723971134590,=597812717552.5100,=76.2204,=0.0500,=93.8601,=89.7826,=84.3006
2021-05-20,=1329.7900,=1337.2700,=2141692849260.0200,=730659015892,=603729001376.1299,=77.3367,=0.0653,=93.8601,=89.8529,=84.3192
2021-05-19,=1326.1400,=1333.3000,=2138446749259.4905,=727878269274,=601597458631.2400,=76.8892,=0.0606,=93.8601,=89.9233,=84.9041
2021-05-18,=1321.6400,=1328.7700,=2134633519208.6001,=725756010941,=599353978089.4600,=76.2395,=0.0508,=93.8625,=89.9845,=84.9041
2021-05-17,=1328.9200,=1336.0900,=2146290257591.3303,=730651533194,=602964860310.1902,=76.1454,=0.0459,=93.8625,=90.0458,=84.9732
2021-05-14,=1300.5400,=1307.5500,=2105973715999.2300,=713841569511,=589288014997.5300,=74.3425,=0.0308,=93.8625,=90.0587,=85.0223
2021-05-13,=1275.4800,=1282.3600,=2074589304832.8799,=699160293488,=573845147095.3700,=73.4086,=0.0206,=93.8625,=90.0716,=85.1666
2021-05-12,=1270.9100,=1277.7700,=2070760560081.1201,=698880814724,=573372939534.8000,=73.1924,=0.0155,=93.8625,=90.1152,=85.4579
2021-05-11,=1258.1100,=1264.9000,=2038699060282.9500,=690791727520,=567007203896.2300,=72.4892,=0.0104,=93.8834,=90.1587,=85.4579
2021-05-10,=1254.4900,=1261.2500,=2032359182991.9199,=688563785493,=565559285604.1801,=71.8839,=0,=93.8834,=90.2137,=85.7416
2021-05-07,=1263.9000,=1270.7100,=2043982415799.8401,=694944178079,=570313831415.2899,=72.1486,=0,=93.8834,=90.2686,=85.7858
2021-05-06,=1310.1300,=1317.1900,=2113770367003.2900,=722570852516,=592259011634.3600,=74.5352,=0.0053,=93.8834,=90.2898,=85.8102
2021-04-30,=1322.2400,=1329.2800,=2139535284430.9504,=732262578682,=598751878061.4000,=74.6295,=0.0053,=93.8834,=90.3110,=85.8502
2021-04-29,=1324.0500,=1331,=2130554430352.0701,=726244045118,=579400714195.8000,=79.4138,=0.0160,=93.9330,=90.3149,=85.8502
2021-04-28,=1324.2400,=1331.1800,=2133759607507.3401,=725702867437,=572899797897.4700,=73.4878,=0,=93.9330,=90.3188,=86.0391
2021-04-27,=1311.9100,=1318.8000,=2116251853455.1001,=717997680952,=562946106112.8201,=76.8823,=0,=93.9330,=90.3447,=86.0537
2021-04-26,=1314.9100,=1321.8100,=2114999263994.2300,=718272897613,=550038250429.8101,=81.7969,=0.0380,=93.9330,=90.3705,=86.2923
2021-04-23,=1311.8300,=1318.6900,=2111875643248.7000,=716861984527,=538827869456.5399,=86.8075,=0.2186,=93.9330,=90.3830,=86.3475
2021-04-22,=1305.1800,=1312.0100,=2105867882845.8401,=713540806299,=536201830214.1001,=86.8804,=0.2253,=94.1260,=90.3955,=86.2923
