日期,收盘点位,全收益收盘点位(元),市值(元),流通市值(元),自由流通市值(元),PE-TTM中位数,PE-TTM 分位点,PE-TTM 80%分位点值,PE-TTM 50%分位点值,PE-TTM 20%分位点值
2023-07-18,=980.0200,=996.1000,=2908244463925.1792,=1500869885228,=946052337459.7716,=56.4108,=0.0387,=88.6130,=76.8755,=59.4168
2023-07-17,=984.8200,=1000.9500,=2917962962832.5903,=1508741479270,=950865806798.5906,=56.1835,=0.0346,=88.6130,=76.9495,=59.4170
2023-07-14,=991.5600,=1007.8000,=2943296632243.9595,=1513078350099,=957392837142.3770,=55.8693,=0.0305,=88.6569,=77.0236,=59.4170
2023-07-13,=995.9700,=1012.1000,=2954134303016.7300,=1516102909249,=961253379792.8575,=55.3817,=0.0264,=88.6569,=77.1960,=59.4241
2023-07-12,=984.9800,=1000.9300,=2923174031487.6411,=1501025433983,=950372957480.0432,=55.2613,=0.0250,=88.6569,=77.3684,=59.4559
2023-07-11,=1001.4100,=1017.4400,=2977455176936.0293,=1526811362573,=966897661693.2228,=56.6773,=0.0501,=88.6569,=77.3729,=59.4675
2023-07-10,=993.7300,=1009.6300,=2946889162001.1899,=1518525322363,=959605833768.4296,=56.6711,=0.0487,=88.6569,=77.3774,=59.5539
2023-07-07,=991.8500,=1007.5700,=2930071304920.4199,=1521919318458,=957911414912.9460,=56.4963,=0.0377,=88.7751,=77.5223,=59.5539
2023-07-06,=1002.1100,=1018,=2961065563845.5698,=1534272017979,=967827456779.0844,=57.0815,=0.0628,=88.7751,=77.6672,=59.5912
2023-07-05,=1005.7300,=1021.6800,=2975668907860.2402,=1539642209140,=971758818289.4399,=58.2988,=0.1063,=88.7751,=77.6820,=59.6137
2023-07-04,=1015.4000,=1031.4600,=3004853146321.3008,=1553885925613,=980972345672.9476,=59.8792,=0.2143,=88.7751,=77.6968,=59.6211
2023-07-03,=1008.4000,=1024.3500,=2982392393832.9902,=1541552243634,=974276159535.5004,=58.4781,=0.1234,=88.7751,=77.7286,=59.6211
2023-06-30,=1005.1500,=1021.0400,=2967549278957.8691,=1545802053618,=971352402513.0408,=59.2514,=0.1770,=88.8176,=77.7603,=59.6211
2023-06-29,=1001.4600,=1017.2900,=2961729821391.7700,=1540718234638,=967421469456.9594,=59.2002,=0.1702,=88.8176,=77.8792,=59.6228
2023-06-28,=1008.2200,=1024.0900,=2980430113541.6396,=1545955688808,=974083507066.9775,=57.9279,=0.0831,=88.8176,=77.9981,=59.6338
2023-06-27,=1011.3500,=1027.2700,=2994723525288.6396,=1561263788942,=977694447287.2400,=58.3877,=0.1171,=88.8176,=78.0167,=59.6565
2023-06-26,=1010.3100,=1025.7000,=2983788746218.1792,=1554938429120,=976286927653.0876,=58.1215,=0.0932,=88.8176,=78.0354,=59.6608
2023-06-21,=1020.2200,=1035.2000,=3014712541900.0708,=1537013586627,=985548412303.1864,=57.9898,=0.0863,=88.9473,=78.2442,=59.6608
2023-06-20,=1055.4100,=1070.7300,=3118776115766.2510,=1586668610177,=1018982963479.2850,=59.6338,=0.1955,=88.9473,=78.4531,=59.7518
2023-06-19,=1055.4500,=1070.7800,=3123427285755.5098,=1580650576661,=1019573584160.1080,=58.3518,=0.1092,=88.9473,=78.5208,=59.7756
2023-06-16,=1052.8800,=1068.1700,=3112121412047.7500,=1573442964493,=1017168860478.4926,=59.3843,=0.1776,=88.9473,=78.5885,=59.8349
2023-06-15,=1033.8500,=1048.8600,=3057578978888.9497,=1536044252371,=998235846468.6952,=58.8049,=0.1408,=88.9473,=78.6020,=59.8392
2023-06-14,=1035.3100,=1050.0900,=3069351798013.1191,=1541378395729,=1000271437639.3510,=57.2422,=0.0670,=88.9914,=78.6156,=59.8392
2023-06-13,=1039.4600,=1054.3000,=3076726744750.0898,=1548121526445,=1003604130687.3644,=56.6963,=0.0485,=88.9914,=78.6164,=59.8648
2023-06-12,=1026.6400,=1041.1800,=3042967715443.1401,=1530938764906,=990404242484.7970,=57.0044,=0.0586,=88.9914,=78.6173,=59.9391
2023-06-09,=1032.5500,=1047.1700,=3017254236300.5308,=1528729541465,=1000605377405.4600,=58.1533,=0.0887,=88.9914,=78.7031,=60.0464
2023-06-08,=1007.1200,=1021.2000,=2938021804025.7900,=1483394846948,=974866616518.6750,=58.3682,=0.1046,=88.9914,=78.7888,=60.0805
2023-06-07,=1019.0500,=1033.2900,=2970277351319.2012,=1496814650023,=986658991419.4561,=59.1273,=0.1535,=89.0035,=78.7997,=60.0805
2023-06-06,=1022.9800,=1037.2300,=2977333714152.3188,=1501278411788,=990352499122.8954,=58.5897,=0.1207,=89.0035,=78.8105,=60.1725
2023-06-05,=1051.7300,=1066.2500,=3058987174766.2402,=1545867041269,=1017679434830.5192,=61.7890,=0.2705,=89.0035,=78.8131,=60.1954
2023-06-02,=1053.2900,=1067.8200,=3061594656604.8003,=1542647254832,=1018743077559.7904,=61.2842,=0.2421,=89.0035,=78.8157,=60.1954
2023-06-01,=1053.5500,=1068.0800,=3069768320871.4204,=1538868720967,=1018964721337.6678,=61.4590,=0.2496,=89.0035,=78.8522,=60.1954
2023-05-31,=1053.9100,=1068.4500,=3085133140969.0801,=1532154613334,=1018606127330.1500,=57.9236,=0.0795,=89.0157,=78.8886,=60.1725
2023-05-30,=1044.4300,=1058.2000,=3050795779338.5195,=1520294781513,=1009056664226.2336,=58.4518,=0.1085,=89.0157,=78.9514,=60.1954
2023-05-29,=1028.3800,=1041.9200,=3004364415089.9600,=1494182211557,=994426830791.6416,=58.6260,=0.1232,=89.0157,=79.0142,=60.2087
2023-05-26,=1038.6600,=1052.3300,=3024399363379.3701,=1500882725736,=1001455956530.1724,=58.5699,=0.1161,=89.0157,=79.0784,=60.2496
2023-05-25,=1021.7200,=1035.1700,=2979540840173.9800,=1474045043309,=987210164313.0334,=58.3243,=0.1003,=89.0157,=79.1426,=60.2679
2023-05-24,=1011.7700,=1025.0900,=2939391721468.4204,=1464483242060,=977550861728.3026,=58.8376,=0.1281,=89.0332,=79.1776,=60.2679
2023-05-23,=1016.1100,=1029.4800,=2959353843893.2700,=1468464289973,=981263341683.8026,=58.5638,=0.1137,=89.0332,=79.2127,=60.3928
2023-05-22,=1032.1100,=1045.6900,=2998678223426.1812,=1490618260108,=995458674282.2648,=59.1017,=0.1401,=89.0332,=79.2700,=60.4024
2023-05-19,=1040.1600,=1053.8500,=3022573798414.9204,=1505334361135,=1002201719345.0162,=58.6144,=0.1184,=89.0332,=79.3274,=60.4348
2023-05-18,=1034.8200,=1048.3300,=3011496331037.0010,=1495833749360,=996783201478.8380,=58.6612,=0.1186,=89.0332,=79.3304,=60.4479
2023-05-17,=1029.6500,=1043,=2995342902648.7305,=1484052542113,=992085177266.0288,=59.2306,=0.1466,=89.1459,=79.3334,=60.4479
2023-05-16,=1025.8700,=1039.1700,=2978102323184.5098,=1479141903865,=988771460944.9000,=57.8389,=0.0778,=89.1459,=79.4003,=60.5021
2023-05-15,=1025.7900,=1039.0900,=2989097793107.3589,=1480897090204,=988732901877.7008,=58.0746,=0.0868,=89.1459,=79.4671,=60.5638
2023-05-12,=1014.1100,=1027.2600,=2940109641726.9800,=1467499161742,=976824496367.8140,=56.5915,=0.0442,=89.1459,=79.4801,=60.5937
2023-05-11,=1025.9700,=1039.2800,=2973044103858.6304,=1486294938204,=987975236011.5990,=57.9139,=0.0767,=89.1459,=79.4932,=60.6239
2023-05-10,=1025.7100,=1039.0100,=2973017777437.2310,=1488520631527,=987185421429.9174,=58.4347,=0.1019,=89.2087,=79.6041,=60.6239
2023-05-09,=1034.2100,=1047.6300,=3012555173476.4707,=1501807342261,=995035987712.1300,=56.4390,=0.0370,=89.2087,=79.7151,=60.6326
2023-05-08,=1057.2100,=1070.9300,=3088468218819.5801,=1525748857697,=1018431462761.1689,=57.0346,=0.0578,=89.2087,=79.7241,=60.8021
2023-05-05,=1049.0900,=1062.7000,=3076048886919.0400,=1506178464592,=1010656179524.3145,=57.4779,=0.0682,=89.2087,=79.7331,=60.8544
2023-05-04,=1064.2000,=1078.0100,=3115709390694.4600,=1528886225471,=1024893811824.0718,=58.3510,=0.0936,=89.2087,=79.7740,=60.8861
2023-04-28,=1087.8700,=1101.9800,=3181843472017.7397,=1561467304379,=1034922104350.4063,=57.9984,=0.0759,=89.2462,=79.8148,=60.8861
2023-04-27,=1068.0100,=1081.8600,=3115094459173.1411,=1526567115833,=986728861470.0344,=58.5617,=0.0999,=89.2462,=79.8323,=60.9305
2023-04-26,=1069.0100,=1082.8700,=3128753578546.6099,=1528764625404,=981670730081.0028,=59.4241,=0.1463,=89.2462,=79.8498,=60.9489
2023-04-25,=1076.8600,=1089.6500,=3167036555168.9497,=1547818143821,=984920651693.0580,=58.7620,=0.1076,=89.2462,=79.8997,=61.0116
2023-04-24,=1096.3800,=1109.4000,=3200456672592.7705,=1571911621432,=1000534988260.7562,=59.0643,=0.1213,=89.2462,=79.9497,=61.0225
2023-04-21,=1116.8300,=1129.9700,=3255031088294.2388,=1592365614343,=1019837203859.7202,=59.6211,=0.1514,=89.2620,=79.9570,=61.0225
2023-04-20,=1164.9500,=1178.6600,=3390215231921.6396,=1663278406807,=1063857804779.4402,=60.1725,=0.1682,=89.2620,=79.9643,=61.0438
2023-04-19,=1134.4000,=1147.7600,=3305557592967.5400,=1585396608295,=1037062159044.7300,=62.1940,=0.2526,=89.2620,=80.0737,=61.0816
2023-04-18,=1129.8200,=1143.1200,=3282756381023.4199,=1582191718023,=1033833732819.1500,=61.7297,=0.2334,=89.2620,=80.1832,=61.0816
2023-04-17,=1140.1300,=1153.5500,=3306613470312.3496,=1594231762600,=1042602368144.5396,=61.4369,=0.2157,=89.2620,=80.3092,=61.0816
2023-04-14,=1136.2100,=1149.5900,=3283381257703.0010,=1583550441850,=1037376003726.7400,=61.7042,=0.2281,=89.5586,=80.4353,=61.0438
2023-04-13,=1100.1300,=1113.0800,=3190311950929.9902,=1536745243210,=1003358804587.0398,=60.6239,=0.1861,=89.5586,=80.5087,=61.0438
2023-04-12,=1129.4100,=1142.7000,=3269717307534.9292,=1584185724522,=1029493096478.8202,=61.6845,=0.2258,=89.5586,=80.5821,=61.0816
2023-04-11,=1121.7400,=1134.9500,=3235841058900.9604,=1570038948332,=1022525302092.3900,=63.2322,=0.2762,=89.5586,=80.6103,=61.0816
2023-04-10,=1129.1700,=1142.4700,=3257487778476.6196,=1575352376467,=1025015360447.0298,=63.6244,=0.2888,=89.5586,=80.6384,=61.0816
2023-04-07,=1161.0200,=1174.6900,=3339595859263.4004,=1632054849509,=1052632397359.9102,=64.1856,=0.3059,=89.6832,=80.6662,=61.0438
2023-04-06,=1146.9600,=1160.4700,=3302020948980.7104,=1617357987710,=1040153088695.2200,=62.0996,=0.2454,=89.6832,=80.6940,=61.0438
2023-04-04,=1129.0800,=1142.3800,=3255565430256.3989,=1590212113571,=1023672048219.3101,=61.7217,=0.2290,=89.6832,=80.7009,=61.0438
2023-04-03,=1126.4900,=1139.7500,=3245037167459.6802,=1589515998575,=1022534158461,=61.3844,=0.2156,=89.6832,=80.7079,=61.0438
2023-03-31,=1081.5400,=1094.2700,=3116645599112.2397,=1522731941492,=982160440060.9803,=60.3928,=0.1776,=89.6832,=80.7790,=61.0438
2023-03-30,=1065.6900,=1078.2400,=3081296241175.7495,=1490235522635,=948252342295.1198,=60.8544,=0.1902,=89.6974,=80.8501,=61.0438
2023-03-29,=1062.1400,=1074.6400,=3074237049419.0298,=1490053735540,=945296345584.0400,=60.5021,=0.1828,=89.6974,=80.8507,=61.0816
2023-03-28,=1038.6300,=1050.8500,=3008257750887.8501,=1448829794711,=923786178186.4600,=60.4348,=0.1800,=89.6974,=80.8512,=61.1491
2023-03-27,=1057.4900,=1069.9400,=3054857783026.3208,=1474909116181,=939828307464.0898,=61.2404,=0.2049,=89.6974,=80.8820,=61.1615
2023-03-24,=1060.9900,=1073.4800,=3069061680556.8198,=1479380978430,=943409802815.8002,=60.9489,=0.1914,=89.6974,=80.9129,=61.1615
2023-03-23,=1058.9900,=1071.4500,=3073424923255.0503,=1468406565904,=937516850850.1604,=61.0225,=0.1932,=89.7663,=80.9728,=61.1615
2023-03-22,=1034.0500,=1046.2200,=3022957498414.6396,=1422769688301,=915675930895.2400,=61.5302,=0.2105,=89.7663,=81.0327,=61.1747
2023-03-21,=1030.1900,=1042.3100,=3013293320928.0293,=1420330776134,=911769002724.8101,=61.5500,=0.2124,=89.7663,=81.0348,=61.1747
2023-03-20,=1025.3200,=1037.3900,=2986466863718.9795,=1415308821935,=907388052332.8600,=61.1615,=0.1988,=89.7663,=81.0370,=61.1747
2023-03-17,=1015.7600,=1027.7200,=2968981379425.3389,=1405928099110,=899440250139.0701,=59.8648,=0.1680,=89.7663,=81.1193,=61.1777
2023-03-16,=992.4400,=1004.1200,=2903273586058.3398,=1369669421361,=878003364650.3998,=59.6137,=0.1558,=89.8309,=81.2016,=61.1777
2023-03-15,=1007.3000,=1019.1600,=2949944948117.2705,=1387060391349,=889900778418.7301,=61.1491,=0.1950,=89.8309,=81.2275,=61.2434
2023-03-14,=1013.3900,=1025.3200,=2963225480120.9014,=1398242481469,=895805464115.4999,=61.9772,=0.2250,=89.8309,=81.2535,=61.2736
2023-03-13,=998.9100,=1010.6700,=2911978317703.3203,=1381434863953,=882414106842.0201,=59.7518,=0.1612,=89.8309,=81.2624,=61.2736
2023-03-10,=993.5500,=1005.2500,=2796278378483.7788,=1395981055093,=879199904164.9301,=59.5539,=0.1536,=89.8309,=81.2712,=61.3278
2023-03-09,=998.3000,=1010.0600,=2810287614024.8501,=1404398117096,=883426625114.6200,=60.5638,=0.1790,=89.8718,=81.3108,=61.3278
2023-03-08,=994.8900,=1006.6000,=2800033431214.7300,=1399397375591,=880321373265.6000,=60.8021,=0.1824,=89.8718,=81.3504,=61.4402
2023-03-07,=990.5800,=1002.2400,=2786725805228.2192,=1390178906853,=876106223604.7501,=62.2171,=0.2236,=89.8718,=81.3566,=61.4409
2023-03-06,=1007.6300,=1019.5000,=2843030857814.0801,=1416061124040,=891385969584.8300,=63.7579,=0.2697,=89.8718,=81.3629,=61.4409
2023-03-03,=998.9000,=1010.6600,=2811767099767.3696,=1404213506562,=883492731779.2900,=63.6286,=0.2654,=89.8718,=81.3870,=61.4409
2023-03-02,=988.8900,=1000.5400,=2784402163340.2798,=1392022133148,=875023234464.3401,=63.3892,=0.2579,=89.8911,=81.4110,=61.4402
2023-03-01,=994.6300,=1006.3400,=2807874619633.0996,=1396203238047,=879803355124.0199,=63.9566,=0.2694,=89.8911,=81.4352,=61.4402
2023-02-28,=990.4700,=1002.1300,=2798698769926.3501,=1387630569024,=875920101075.5099,=63.8351,=0.2683,=89.8911,=81.4595,=61.4402
2023-02-27,=986.2800,=997.8900,=2786055505347.7500,=1382381771590,=871854920678.5099,=63.5068,=0.2639,=89.8911,=81.5035,=61.4402
2023-02-24,=990.6300,=1002.2900,=2798820113953.0298,=1339758383606,=872346522419.5200,=64.6206,=0.2866,=89.8911,=81.5475,=61.4402
2023-02-23,=992.4600,=1004.1500,=2802783290038.6489,=1342491992823,=873892561242.9900,=65.0719,=0.3046,=89.9440,=81.5561,=61.3278
2023-02-22,=989.6500,=1001.3000,=2795203850321.3599,=1341351521593,=871660240711.2799,=64.6186,=0.2859,=89.9440,=81.5648,=61.3278
2023-02-21,=995.7300,=1007.4500,=2809446984428.3389,=1346110025949,=877055873384.3900,=64.8720,=0.2928,=89.9440,=81.6482,=61.3278
2023-02-20,=998.8300,=1010.5900,=2819286777803.3599,=1350208755561,=879780301828.4601,=65.0083,=0.2981,=89.9440,=81.7317,=61.3278
2023-02-17,=986.3300,=997.9500,=2787241831821.5508,=1334392055618,=868678669320.9198,=63.9597,=0.2697,=89.9440,=81.7467,=61.3278
2023-02-16,=1005.1800,=1017.0100,=2841769807458.7202,=1363108926608,=885640514565.6598,=65.0134,=0.2974,=89.9486,=81.7618,=61.2736
2023-02-15,=1024.2200,=1036.2700,=2898680699608.2202,=1387367953027,=902538815159.5798,=66.1907,=0.3188,=89.9486,=81.8089,=61.2736
2023-02-14,=1022.6700,=1034.7100,=2890179236283.9502,=1381811929961,=901206642674.4600,=66.7828,=0.3306,=89.9486,=81.8560,=61.2736
2023-02-13,=1024.0400,=1036.0900,=2893827654236.6299,=1382106799462,=902402564342.8400,=66.9764,=0.3328,=89.9486,=81.8771,=61.2736
2023-02-10,=1024.5400,=1036.6000,=2890585276370.0195,=1381311001507,=902730521541.4399,=66.3322,=0.3236,=89.9486,=81.8982,=61.2736
2023-02-09,=1036.8600,=1049.0700,=2923623501277.4497,=1402155974575,=914038787201.8400,=66.0950,=0.3193,=89.9818,=81.9124,=61.2434
2023-02-08,=1010.6900,=1022.5900,=2848836842173.3799,=1367676824931,=890867670562.3400,=64.6316,=0.2890,=89.9818,=81.9267,=61.2434
2023-02-07,=1020.1700,=1032.1800,=2874481414458.0098,=1378978782307,=899185071313.6400,=64.8219,=0.2911,=89.9818,=81.9325,=61.2434
2023-02-06,=1024.4300,=1036.4900,=2888847545163.0195,=1386406180851,=903242022016.5104,=65.1848,=0.3029,=89.9818,=81.9383,=61.2434
2023-02-03,=1033.8700,=1046.0400,=2911345421737.6992,=1397934023292,=911782994512.1400,=65.0134,=0.2985,=89.9818,=81.9832,=61.2434
2023-02-02,=1031.6800,=1043.8200,=2904010189659.2705,=1390867123876,=909611916136.8000,=64.8606,=0.2925,=89.9899,=82.0282,=61.1777
2023-02-01,=1026.4000,=1038.4800,=2890051291960.2598,=1379502979642,=904623346600.1398,=65.4153,=0.3011,=89.9899,=82.0311,=61.1777
2023-01-31,=1014.3600,=1026.3000,=2847514903743.6411,=1362277080673,=893313385923.0599,=64.1865,=0.2820,=89.9899,=82.0341,=61.1777
2023-01-30,=1031.6100,=1043.7500,=2891384673133.5205,=1389141840928,=908620255551.4900,=64.9966,=0.2956,=89.9899,=82.0424,=61.1777
2023-01-20,=1029.1400,=1041.2500,=2892057037092.9189,=1330609862699,=906033782201.5900,=65.0836,=0.2961,=89.9899,=82.0506,=61.1777
2023-01-19,=1023.6500,=1035.7000,=2880308988609.6997,=1324464081088,=900957808394.1700,=64.9539,=0.2949,=90.0446,=82.0979,=61.1747
2023-01-18,=1006.7500,=1018.6000,=2832946663958.2603,=1299752919971,=885946579302.1201,=63.3028,=0.2657,=90.0446,=82.1451,=61.1747
2023-01-17,=1003.6800,=1015.4900,=2830687924111.7905,=1295900576552,=882929719207.5101,=63.4060,=0.2678,=90.0446,=82.1644,=61.1747
2023-01-16,=992.6100,=1004.3000,=2807554607072.4995,=1281497189556,=873723977725.1302,=62.5791,=0.2467,=90.0446,=82.1836,=61.1747
2023-01-13,=974.3100,=985.7800,=2752696183980.4702,=1242144393353,=857371199041.3101,=61.0438,=0.1973,=90.0446,=82.1867,=61.1747
2023-01-12,=974.1900,=985.6600,=2746485683984.7900,=1241716340630,=857148566638.0099,=61.4409,=0.2093,=90.0559,=82.1898,=61.1747
2023-01-11,=973.9600,=985.4300,=2751430849216.7100,=1233431890712,=856937676225.6100,=61.3278,=0.2063,=90.0559,=82.2763,=61.1747
2023-01-10,=990.3200,=1001.9700,=2800243586900.9199,=1253343936792,=871405683114.3097,=62.6822,=0.2467,=90.0559,=82.3629,=61.1747
2023-01-09,=988.6700,=1000.3100,=2791710283398.4102,=1251852117994,=869945361160.5999,=62.5799,=0.2437,=90.0559,=82.4089,=61.1747
2023-01-06,=991.1000,=1002.7600,=2795819946188.9897,=1255879454612,=872260809704.5901,=63.0825,=0.2559,=90.0559,=82.4549,=61.1747
2023-01-05,=983.5200,=995.1000,=2771170948080.5498,=1249038308687,=865682958653.3701,=64.3606,=0.2781,=90.0851,=82.4659,=61.0816
2023-01-04,=972.3800,=983.8300,=2746066254542.7197,=1237545128399,=856074882963.2102,=64.0823,=0.2701,=90.0851,=82.4768,=61.0816
2023-01-03,=979.9100,=991.4500,=2765266168388.8296,=1246014770552,=862444575423.5302,=63.9688,=0.2672,=90.0851,=82.5348,=61.0816
2022-12-30,=959.9000,=971.2100,=2710094098338.2700,=1218216970001,=844466551690.5801,=62.2261,=0.2340,=90.0851,=82.5927,=61.0816
2022-12-29,=962.2500,=973.5800,=2714309223444.9199,=1221238063048,=846782055222.9103,=61.9265,=0.2277,=90.0851,=82.6180,=61.0816
2022-12-28,=957.2700,=968.5400,=2702501838081.0811,=1212919849004,=842450401577.9398,=61.1747,=0.2027,=90.1180,=82.6434,=61.0116
2022-12-27,=963.1400,=974.4700,=2721451667616.2505,=1220432981236,=847904779799.5800,=62.2795,=0.2369,=90.1180,=82.6996,=61.0116
2022-12-26,=951.1100,=962.3100,=2694658837492.2305,=1203298047711,=837461249157.2699,=60.6326,=0.1949,=90.1180,=82.7558,=61.0116
2022-12-23,=920.3500,=931.1900,=2609310922413.4297,=1166772301361,=810769597568.5000,=58.2011,=0.0900,=90.1180,=82.7573,=61.0816
2022-12-22,=930.8000,=941.7600,=2629960939693.9492,=1177278899440,=819385415890.2201,=59.4105,=0.1565,=90.1180,=82.7587,=61.1777
2022-12-21,=940.8400,=951.9100,=2661178013818.8096,=1189902563434,=828487954797.1702,=61.7788,=0.2164,=90.1278,=82.8003,=61.1777
2022-12-20,=952.7700,=963.9800,=2696457925863.1294,=1204159635258,=838853732764.7601,=62.5325,=0.2338,=90.1278,=82.8419,=61.1777
2022-12-19,=956.1900,=967.4400,=2701383616776.2905,=1197225005664,=842411035977.7999,=61.8332,=0.2171,=90.1278,=82.8504,=61.1777
2022-12-16,=978.3600,=989.8800,=2765141199794.9297,=1225326616602,=861798386245.1001,=62.0753,=0.2226,=90.1278,=82.8589,=61.1777
2022-12-15,=989.2000,=1000.8400,=2791935233900.1299,=1238141568105,=871774570390.6398,=62.2350,=0.2264,=90.1278,=82.8930,=61.1777
2022-12-14,=984.2200,=995.8100,=2779827603475.4404,=1231822226609,=867270739970.9102,=61.6025,=0.2096,=90.1584,=82.9271,=61.0816
2022-12-13,=989.3100,=1000.9500,=2785257496399.3701,=1239522072779,=871330656088.7798,=61.7317,=0.2134,=90.1584,=82.9891,=61.0816
2022-12-12,=1004.6200,=1016.4500,=2828661689170.1699,=1256140236913,=884928039283.3098,=63.0236,=0.2362,=90.1584,=83.0512,=61.0816
2022-12-09,=1001.6900,=1013.4800,=2547440702385.8506,=1282745656939,=895583070055.0900,=58.9712,=0.1364,=90.1584,=83.0715,=61.0816
2022-12-08,=997.3100,=1009.0600,=2542547388836.1396,=1278004803361,=892906454689.7698,=58.0466,=0.0882,=90.1584,=83.0919,=61.1777
2022-12-07,=1000.4700,=1012.2500,=2544193722569.1802,=1279988304473,=894738332258.8701,=59.1088,=0.1352,=90.1874,=83.1097,=61.1777
2022-12-06,=1003.1400,=1014.9500,=2555734167931.5991,=1284154958137,=896559609064.6700,=59.3177,=0.1493,=90.1874,=83.1274,=61.2434
2022-12-05,=1003.6000,=1015.4100,=2556142096931.4800,=1282295578029,=895308298545.5502,=58.9461,=0.1339,=90.1874,=83.1364,=61.2736
2022-12-02,=1008.1400,=1020.0100,=2557842504736.8003,=1282629935505,=898305796698.9700,=59.3442,=0.1498,=90.1874,=83.1455,=61.4402
2022-12-01,=1009.3300,=1021.2100,=2552879264607.4199,=1288955763026,=899738042218.6600,=58.9348,=0.1326,=90.1874,=83.1687,=61.5327
2022-11-30,=1000.2600,=1012.0400,=2533928262764.1401,=1275633957403,=891911787936.9401,=57.8198,=0.0839,=90.2150,=83.1920,=61.5327
2022-11-29,=1002.4500,=1014.2500,=2547230799083.8188,=1277867570812,=893954638192.8497,=59.7756,=0.1611,=90.2150,=83.2109,=61.6734
2022-11-28,=992.8100,=1004.5000,=2515047171626.0898,=1263243490203,=885431075542.9598,=57.4179,=0.0772,=90.2150,=83.2298,=61.7167
2022-11-25,=999.9900,=1011.7600,=2531179330991.9902,=1271167374128,=890730318441.7500,=58.2256,=0.0914,=90.2150,=83.2308,=61.7469
2022-11-24,=1015.3600,=1027.3100,=2570507495296.1401,=1289792924729,=904485294068.8800,=58.8740,=0.1232,=90.2150,=83.2317,=61.8509
2022-11-23,=1017.0200,=1028.9900,=2574754231785.5298,=1292814811482,=905562004289.8904,=59.2155,=0.1340,=90.2574,=83.2334,=61.8509
2022-11-22,=1017.8200,=1029.8000,=2577551861562.0405,=1295518608806,=906263500812.8500,=58.7223,=0.1148,=90.2574,=83.2352,=61.8846
2022-11-21,=1032.4700,=1044.6300,=2616313404362.1812,=1312886644338,=918783499199.8600,=59.6228,=0.1487,=90.2574,=83.2530,=61.9335
2022-11-18,=1031.9900,=1044.1400,=2616146977153.5000,=1311971391158,=918592986569.6400,=60.4024,=0.1684,=90.2574,=83.2709,=62.1911
2022-11-17,=1041.6700,=1053.9400,=2638721843616.5493,=1255961970027,=928245217905.4301,=62.2285,=0.2007,=90.2574,=83.3208,=62.2285
2022-11-16,=1036.4900,=1048.6900,=2626077489192.8101,=1248244226475,=922281566916.2296,=61.7469,=0.1922,=90.2869,=83.3707,=62.1911
2022-11-15,=1052.0400,=1064.4300,=2665228772855.9990,=1268294598071,=937240720837.3199,=61.9335,=0.1961,=90.2869,=83.3842,=62.2528
2022-11-14,=1022.9100,=1034.9600,=2594329399248.8203,=1220511728532,=910007633386.7900,=56.8783,=0.0643,=90.2869,=83.3976,=62.3695
2022-11-11,=1023.2600,=1035.3100,=2591826873473.4600,=1218709335807,=910082363753.9200,=56.9029,=0.0662,=90.2869,=83.4281,=62.5913
2022-11-10,=1023.0600,=1035.1100,=2590730451906.2402,=1214519560622,=905478730320.2600,=56.5630,=0.0484,=90.2869,=83.4585,=62.9257
2022-11-09,=1037.5300,=1049.7400,=2626773206212.9199,=1231685097422,=918386587885.9800,=57.7989,=0.0772,=90.4611,=83.4709,=62.9257
2022-11-08,=1051.7100,=1064.0900,=2664115966204.5098,=1246724497836,=930389879389.1899,=58.7552,=0.1097,=90.4611,=83.4833,=62.9303
2022-11-07,=1061.3500,=1073.8500,=2686375174224.3789,=1257290392030,=938638167616.4098,=59.2930,=0.1279,=90.4611,=83.4926,=62.9963
2022-11-04,=1072.8700,=1085.5000,=2705929787082.4600,=1256854664212,=948231844794.6000,=61.0116,=0.1679,=90.4611,=83.5018,=63.0064
2022-11-03,=1048.0700,=1060.4100,=2647523678163.5200,=1231757218899,=927642060965.8199,=58.3766,=0.0976,=90.4611,=83.5040,=63.0395
2022-11-02,=1037.1800,=1049.3900,=2622002903609.2603,=1215566541526,=916478079748.8398,=58.2016,=0.0833,=90.4855,=83.5061,=63.0395
2022-11-01,=1024.5200,=1036.5800,=2584432515029.9189,=1200632252066,=904869892034.3000,=57.3652,=0.0708,=90.4855,=83.5126,=63.2558
2022-10-31,=1010.3300,=1022.2200,=2543724107228.9297,=1183977151599,=892559298733.2700,=56.2849,=0.0418,=90.4855,=83.5191,=63.3841
2022-10-28,=993.7200,=1005.4200,=2514453417968.8599,=1161092839090,=851249997269.1910,=59.2375,=0.1202,=90.4855,=83.5298,=63.4205
2022-10-27,=1004.9100,=1016.7400,=2539447962302.1611,=1173342024606,=835211284135.5704,=59.4559,=0.1277,=90.4855,=83.5406,=63.4227
2022-10-26,=1003.2500,=1015.0700,=2528330125328.7100,=1173518288089,=834533941228.6002,=60.9305,=0.1572,=90.5955,=83.5564,=63.4227
2022-10-25,=971.3300,=982.7700,=2445500146741.3408,=1137405466739,=805978123583.1172,=59.1760,=0.1172,=90.5955,=83.5722,=63.6324
2022-10-24,=969.4900,=980.9100,=2438587774097.8501,=1128311632327,=804655502814.4169,=58.3715,=0.0917,=90.5955,=83.6076,=63.6961
2022-10-21,=967.9800,=979.3800,=2448397658513.8101,=1127993918581,=794136269135.0923,=59.9391,=0.1360,=90.5955,=83.6430,=63.9999
