日期,收盘点位,全收益收盘点位(元),市值(元),流通市值(元),自由流通市值(元),PS-TTM中位数,PS-TTM 分位点,PS-TTM 80%分位点值,PS-TTM 50%分位点值,PS-TTM 20%分位点值
2025-10-23,=1401.2600,=1444.0200,=4924297440856.7197,=3777161757439,=2128397791286.5190,=9.5998,=0.4937,=15.8798,=9.6306,=8.3522
2025-10-22,=1405.4100,=1448.3000,=4937419737356.4102,=3797138257029,=2136091999802.6023,=9.9224,=0.5523,=15.8798,=9.6322,=8.3522
2025-10-21,=1406.3200,=1449.0800,=4933473861322.9502,=3786252721335,=2133473592134.5601,=10.0399,=0.5661,=15.8798,=9.6306,=8.3522
2025-10-20,=1367.9000,=1409.4700,=4788846838723.8408,=3676445037553,=2071845124084.3877,=9.7891,=0.5335,=15.8798,=9.6305,=8.3522
2025-10-17,=1363.1700,=1404.5100,=4764942520657.2002,=3658198742882,=2062809584503.9253,=9.8002,=0.5371,=15.8798,=9.6303,=8.3522
2025-10-16,=1416.5800,=1459.4800,=4944418891197.3301,=3792053439594,=2142255360143.7605,=9.9372,=0.5541,=15.8807,=9.6295,=8.3504
2025-10-15,=1430,=1473.3100,=4987372527751.5498,=3826911927387,=2139654303011.8960,=10.0972,=0.5727,=15.8807,=9.6286,=8.3504
2025-10-14,=1410.3000,=1453.0200,=4899993106218.3398,=3757793131002,=2108257526072.4517,=10.2884,=0.6008,=15.8807,=9.6281,=8.3504
2025-10-13,=1473.0200,=1517.6300,=5141180034656.0996,=3928454543609,=2205083366977.2998,=10.4721,=0.6258,=15.8807,=9.6277,=8.3504
2025-10-10,=1452.6800,=1496.6800,=5035222228258.3398,=3874252989666,=2172216819611.4021,=10.2038,=0.5891,=15.8807,=9.6263,=8.3504
2025-10-09,=1539.0800,=1585.7000,=5349365841743.8711,=4106925010749,=2304954959164.3589,=10.3674,=0.6117,=15.8963,=9.6250,=8.3476
2025-09-30,=1495.2900,=1540.5800,=5232703957702.7607,=3995569962348,=2242284665074.5703,=10.4848,=0.6273,=15.8963,=9.6212,=8.3476
2025-09-29,=1470.4100,=1514.9500,=5154493949166.0117,=3952348926498,=2206144846168.2974,=10.6431,=0.6460,=15.8963,=9.6174,=8.3476
2025-09-26,=1450.8200,=1494.7700,=5097947945419.9805,=3916853718302,=2177162716461.3215,=10.4514,=0.6219,=15.8963,=9.6163,=8.3476
2025-09-25,=1474.4900,=1519.1500,=5173487959929.2813,=3991473838774,=2214869075971.9702,=10.8451,=0.6638,=15.8963,=9.6152,=8.3476
2025-09-24,=1456.4700,=1500.5300,=5116968856731.3301,=3942157113816,=2188965806666.8916,=10.7999,=0.6611,=15.9317,=9.6091,=8.3407
2025-09-23,=1407.3000,=1449.8800,=4947327634430.7393,=3819346804033,=2116286851137.0496,=10.5054,=0.6322,=15.9317,=9.6029,=8.3407
2025-09-22,=1408.6400,=1451.2600,=4966554559732.3008,=3836291910659,=2120086266092.6001,=10.4720,=0.6271,=15.9317,=9.5996,=8.3407
2025-09-19,=1362.6500,=1403.8700,=4793486017493.2607,=3706304523704,=2047822135641.4705,=10.3143,=0.6085,=15.9317,=9.5962,=8.3407
2025-09-18,=1380.3500,=1422.1100,=4861915280540.8398,=3769733170518,=2077090649466.9780,=10.4029,=0.6217,=15.9317,=9.5930,=8.3407
2025-09-17,=1370.4300,=1411.8900,=4812701808185.3994,=3748690896532,=2060557113312.6985,=10.3981,=0.6214,=15.9319,=9.5899,=8.3337
2025-09-16,=1358.0500,=1399.1300,=4742423054629.2002,=3730212613000,=2040025675392.4541,=10.3018,=0.6083,=15.9319,=9.5876,=8.3337
2025-09-15,=1340.4000,=1380.9500,=4681330951641.6211,=3677157361624,=2014373143114.6384,=10.2986,=0.6080,=15.9319,=9.5854,=8.3337
2025-09-12,=1338.0200,=1378.5000,=4620739657744.4502,=3619510455291,=2002570591174.5576,=10.1717,=0.5893,=15.9319,=9.5843,=8.3337
2025-09-11,=1326.0300,=1366.1500,=4601378951536.2900,=3590153827483,=1981599323746.2241,=10.1109,=0.5825,=15.9319,=9.5832,=8.3337
2025-09-10,=1259.1000,=1296.9400,=4352242424735.8198,=3385280222870,=1881849761379.3069,=9.7335,=0.5325,=15.9434,=9.5829,=8.3297
2025-09-09,=1245.5300,=1282.9000,=4318185081812.2822,=3348421676828,=1861522136515.6731,=9.7689,=0.5409,=15.9434,=9.5827,=8.3297
2025-09-08,=1275.8700,=1314.1500,=4463376138559.2598,=3398446114361,=1909021819511.7605,=10.1094,=0.5815,=15.9434,=9.5795,=8.3297
2025-09-05,=1268.5500,=1306.6200,=4446499357456.5215,=3357343388476,=1898257281709.8411,=9.6732,=0.5209,=15.9434,=9.5763,=8.3297
2025-09-04,=1226.9800,=1263.8000,=4319010717215.8110,=3240579009344,=1836947947223.9292,=9.4995,=0.4779,=15.9434,=9.5746,=8.3297
2025-09-03,=1306.4800,=1345.6800,=4555820666492.5703,=3465530916886,=1953862968572.0630,=9.9641,=0.5644,=15.9437,=9.5763,=8.3295
2025-09-02,=1328.2800,=1368.1300,=4604706693469.2998,=3533607223602,=1995133588592.6023,=10.0230,=0.5713,=15.9437,=9.5746,=8.3295
2025-09-01,=1357.1500,=1397.8700,=4681471177669.6201,=3606200340527,=2037708045175.3340,=10.4191,=0.6185,=15.9437,=9.5729,=8.3295
2025-08-29,=1341.3100,=1381.5600,=4628172441629.3701,=3535845880296,=2010016776421.6624,=10.3917,=0.6182,=15.9437,=9.5722,=8.3295
2025-08-28,=1364.6000,=1405.5500,=4727439752450.1289,=3619532279427,=2032479439839.7351,=10.4879,=0.6244,=15.9437,=9.5716,=8.3295
2025-08-27,=1272.5600,=1310.7400,=4379642951124.2002,=3384237857998,=1886975600157.5725,=10.5172,=0.6273,=15.9699,=9.5695,=8.3286
2025-08-26,=1270.8700,=1309,=4389031331149.9702,=3306640030939,=1882535527418.1589,=10.6810,=0.6448,=15.9699,=9.5674,=8.3286
2025-08-25,=1287.7300,=1326.3700,=4450097509525.8096,=3358953204108,=1902017765525.5583,=10.4979,=0.6275,=15.9699,=9.5667,=8.3286
2025-08-22,=1247.8600,=1285.3000,=4317809955978.9199,=3229466546049,=1839764061865.8030,=10.0605,=0.5786,=15.9699,=9.5659,=8.3286
2025-08-21,=1149.1500,=1183.6300,=3953232029783.7798,=2924063222895,=1692917614433.6541,=9.3719,=0.4485,=15.9699,=9.5634,=8.3286
2025-08-20,=1148.1500,=1182.6000,=3952128865162.6499,=2920098422400,=1691578040789.0752,=9.3585,=0.4456,=15.9930,=9.5659,=8.3232
2025-08-19,=1112.2700,=1145.4400,=3832580478926.1001,=2826870554543,=1635217128881.8081,=9.3249,=0.4322,=15.9930,=9.5667,=8.3232
2025-08-18,=1124.8200,=1158.3700,=3887232483793.1802,=2861615984119,=1654305704667.6218,=9.4721,=0.4724,=15.9930,=9.5674,=8.3232
2025-08-15,=1101.2900,=1134.1400,=3820548063678.1909,=2819276605592,=1619422368673.7629,=9.4290,=0.4573,=15.9930,=9.5695,=8.3232
2025-08-14,=1085.7400,=1118.1200,=3767756006288.9600,=2787397490375,=1596438246406.8347,=9.1516,=0.3990,=15.9930,=9.5716,=8.3232
2025-08-13,=1077.7000,=1109.8400,=3732971296341.6191,=2802512912007,=1584473685137.6040,=9.4200,=0.4540,=15.9966,=9.5722,=8.3228
2025-08-12,=1069.8100,=1101.7100,=3706145563808.9497,=2783476859682,=1572904985866.6206,=9.4699,=0.4706,=15.9966,=9.5729,=8.3228
2025-08-11,=1049.7300,=1081.0400,=3642759005355.2300,=2529934395052,=1542980791819.8650,=9.6444,=0.5135,=15.9966,=9.5746,=8.3228
2025-08-08,=1043.5400,=1074.6600,=3617779175479.8701,=2511464642318,=1534039186437.8840,=9.3703,=0.4485,=15.9966,=9.5729,=8.3228
2025-08-07,=1058.2100,=1089.5900,=3675789837827.2700,=2545422441336,=1556356529086.1226,=9.5113,=0.4816,=15.9966,=9.5746,=8.3228
2025-08-06,=1059.7600,=1091.1900,=3688010051168.1499,=2552456358949,=1559008643862.6753,=9.3460,=0.4386,=16.0068,=9.5763,=8.3200
2025-08-05,=1053.6500,=1084.8900,=3671440411786.2598,=2538823716025,=1549966509245.7480,=9.3729,=0.4488,=16.0068,=9.5795,=8.3200
2025-08-04,=1049.4100,=1080.5300,=3658438647137.7202,=2529073173566,=1543742061806.9285,=9.4061,=0.4508,=16.0068,=9.5827,=8.3200
2025-08-01,=1036.7700,=1067.5200,=3619260853132.1001,=2503198126785,=1524146587247.3289,=9.4531,=0.4643,=16.0068,=9.5829,=8.3200
2025-07-31,=1047.8700,=1078.8100,=3650845286607.9199,=2525855636750,=1540673832223.3257,=9.4571,=0.4672,=16.0068,=9.5832,=8.3200
2025-07-30,=1058.5700,=1089.8300,=3689318506611.8398,=2546332221233,=1555793814633.7971,=9.4429,=0.4618,=16.0115,=9.5843,=8.3155
2025-07-29,=1070.4500,=1102.0500,=3733436393676.7490,=2574870292542,=1573805255120.6111,=9.6152,=0.5033,=16.0115,=9.5854,=8.3155
2025-07-28,=1055.1100,=1086.2600,=3688022899119.4800,=2535856082394,=1551396449419.9851,=9.4470,=0.4634,=16.0115,=9.5843,=8.3155
2025-07-25,=1054.2000,=1085.3200,=3689854788597.4502,=2532141455547,=1550336239376.1362,=9.4643,=0.4671,=16.0115,=9.5854,=8.3155
2025-07-24,=1032.8400,=1063,=3624746999273.7891,=2438734826146,=1518543961353.7488,=9.2576,=0.4262,=16.0115,=9.5876,=8.3155
2025-07-23,=1020.8600,=1050.6700,=3575192180262.2109,=2411285777707,=1500763767555.1831,=9.0474,=0.3762,=16.0350,=9.5899,=8.3138
2025-07-22,=1016.2700,=1045.9500,=3563976632439.8906,=2399082026538,=1493852893219.5984,=9.0521,=0.3782,=16.0350,=9.5930,=8.3138
2025-07-21,=1007.8900,=1037.3300,=3531244785933.0996,=2355439308305,=1481817854193.6672,=9.0629,=0.3802,=16.0350,=9.5962,=8.3138
2025-07-18,=1007.5300,=1036.9500,=3528166140231.9102,=2352260412552,=1481154338574.4587,=9.0531,=0.3788,=16.0350,=9.5996,=8.3138
2025-07-17,=1005.6500,=1035.0200,=3517932682959.8813,=2345366277857,=1478754976936.5305,=9.0989,=0.3866,=16.0350,=9.6029,=8.3138
2025-07-16,=997.6300,=1026.7700,=3484288981691.3906,=2326997412156,=1466616742495.7195,=8.9300,=0.3513,=16.0363,=9.6102,=8.3111
2025-07-15,=996.2500,=1025.3400,=3482837453925.2490,=2321560206304,=1464833710154.7500,=8.8767,=0.3375,=16.0363,=9.6174,=8.3111
2025-07-14,=992.3900,=1021.3700,=3470905975534.8789,=2314632838481,=1459161370284.6858,=8.8284,=0.3261,=16.0363,=9.6212,=8.3111
2025-07-11,=994.4500,=1023.4800,=3479673926808.9009,=2310892336588,=1462353355018.6990,=8.9325,=0.3513,=16.0363,=9.6250,=8.3111
2025-07-10,=979.9900,=1008.4600,=3429152150546.2100,=2277369679712,=1440446334668.1174,=8.8138,=0.3234,=16.0363,=9.6263,=8.3111
2025-07-09,=983.1100,=1011.5800,=3439574671999.9897,=2285028897529,=1444983320289.0493,=8.7493,=0.3087,=16.0394,=9.6277,=8.3097
2025-07-08,=991.9500,=1020.6700,=3467076769012.7402,=2303928590739,=1458135651308.4814,=8.7383,=0.3047,=16.0394,=9.6281,=8.3097
2025-07-07,=978.2900,=1006.5300,=3422484076583.8804,=2272316178374,=1437846816479.3254,=8.6356,=0.2792,=16.0394,=9.6286,=8.3097
2025-07-04,=984.8000,=1013.2300,=3441705769743.4995,=2287013280037,=1447548937095.5544,=8.7888,=0.3178,=16.0394,=9.6295,=8.3097
2025-07-03,=984.9500,=1013.3700,=3442979575455.7900,=2289165666578,=1447925490226.8171,=8.8014,=0.3189,=16.0394,=9.6303,=8.3097
2025-07-02,=982.6400,=1010.9300,=3436183165782.0103,=2285385746226,=1444380597838.3335,=8.8268,=0.3225,=16.0505,=9.6305,=8.3087
2025-07-01,=994.8000,=1023.3700,=3477259529442.6304,=2315559636731,=1462613716611.5298,=8.6094,=0.2726,=16.0505,=9.6306,=8.3087
2025-06-30,=1003.4100,=1032.2300,=3505700207078.0591,=2335869650943,=1475130591942.8904,=8.6696,=0.2854,=16.0505,=9.6322,=8.3087
2025-06-27,=988.2100,=1016.5700,=3453117266703.0903,=2281056740684,=1452637375670.9800,=8.4538,=0.2370,=16.0505,=9.6338,=8.3087
2025-06-26,=989.9700,=1018.3800,=3460393809602.6494,=2282686191732,=1455500648314.4700,=8.3522,=0.2129,=16.0505,=9.6345,=8.3087
2025-06-25,=995.6100,=1024.1800,=3479575737696.6304,=2298358708419,=1464151821181.2000,=8.4053,=0.2273,=16.0732,=9.6352,=8.2993
2025-06-24,=978.7100,=1006.8000,=3415590264172.9302,=2261166679377,=1438725892488.9502,=8.2909,=0.1948,=16.0732,=9.6409,=8.2993
2025-06-23,=961.4900,=988.9700,=3357591491065.9595,=2202836097631,=1413042614998.5698,=8.2266,=0.1815,=16.0732,=9.6467,=8.3087
2025-06-20,=957.8700,=985.2500,=3327992911450.0898,=2192413340781,=1406646600266.8804,=8.2569,=0.1884,=16.0732,=9.6475,=8.3097
2025-06-19,=962.9400,=990.4700,=3344922929055.1387,=2206926433435,=1414207020193.5596,=8.2207,=0.1810,=16.0732,=9.6483,=8.3111
2025-06-18,=968.1800,=995.6800,=3369697567972.2891,=2220661296375,=1421848592284.7302,=8.2520,=0.1870,=16.0740,=9.6520,=8.3111
2025-06-17,=963.0800,=990.4400,=3356595500553.4185,=2205581260234,=1414664476495.2798,=8.0830,=0.1459,=16.0740,=9.6557,=8.3138
2025-06-16,=970.8900,=998.4700,=3388035514457.7197,=2226048954194,=1426298228910.3604,=8.1108,=0.1544,=16.0740,=9.6565,=8.3155
2025-06-13,=972.9400,=1000.4800,=3365871016751.8301,=2198536490376,=1400104219548.9202,=8.1049,=0.1503,=16.0740,=9.6572,=8.3200
2025-06-12,=977.9700,=1005.2000,=3377419968425.0601,=2209307587096,=1407113995454.1299,=7.9917,=0.1319,=16.0740,=9.6580,=8.3228
2025-06-11,=980.9300,=1008.2200,=3384896706956.3296,=2214071653203,=1411602471435.0300,=8.0112,=0.1328,=16.0927,=9.6588,=8.3228
2025-06-10,=982.9000,=1010.2400,=3392376063256.2402,=2214997694114,=1414175216987.1101,=7.9528,=0.1287,=16.0927,=9.6594,=8.3232
2025-06-09,=997.6100,=1025.3600,=3440372438635.2212,=2252477538209,=1435617074190.9795,=8.1247,=0.1585,=16.0927,=9.6600,=8.3286
2025-06-06,=991.6400,=1019.0900,=3414290443813.0811,=2226174121042,=1427731878569.9102,=8.1152,=0.1552,=16.0927,=9.6604,=8.3295
2025-06-05,=996.4100,=1023.9900,=3425405049250.0811,=2237987413305,=1434804743058.1399,=8.1194,=0.1553,=16.0927,=9.6609,=8.3297
2025-06-04,=986.1100,=1012.9100,=3396486340389.2104,=2216714872652,=1419999496611.2400,=8.0992,=0.1470,=16.0959,=9.6619,=8.3297
2025-06-03,=981.7100,=1008.3900,=3377964307215.3203,=2205128515854,=1413830963639.1699,=8.1769,=0.1658,=16.0959,=9.6628,=8.3337
2025-05-30,=977.0300,=1003.5100,=3369535777478.0195,=2196944803707,=1406634189352.0503,=8.1095,=0.1506,=16.0959,=9.6670,=8.3407
2025-05-29,=986.3000,=1012.4100,=3397258183850.7397,=2219401176928,=1420457792932.7805,=8.0786,=0.1431,=16.0959,=9.6712,=8.3476
2025-05-28,=970.6400,=996.3300,=3342190851618.6802,=2182864186389,=1397803224749.7900,=7.9790,=0.1313,=16.0959,=9.6727,=8.3504
2025-05-27,=972.9200,=998.6300,=3356142068918.8901,=2187857478646,=1401292989438.6602,=8.0221,=0.1323,=16.1004,=9.6742,=8.3504
2025-05-26,=982.2600,=1008.2200,=3386320358371.6309,=2212008368357,=1414977127167.3401,=8.0843,=0.1426,=16.1004,=9.6763,=8.3550
2025-05-23,=980.5800,=1006.4900,=3373162023540.2412,=2207732681161,=1412516080082.3904,=7.9755,=0.1308,=16.1004,=9.6784,=8.3557
2025-05-22,=990.7100,=1016.8900,=3408165160490.1904,=2229291042377,=1426949786119.3403,=8.0689,=0.1394,=16.1004,=9.6788,=8.3612
2025-05-21,=995.4900,=1021.7900,=3425677391795.4600,=2241479428042,=1433985911243.7402,=8.1427,=0.1541,=16.1004,=9.6793,=8.3615
2025-05-20,=997.6800,=1024.0400,=3435632718631.4502,=2247227929674,=1437113293604.7195,=8.1088,=0.1457,=16.1012,=9.6911,=8.3615
2025-05-19,=995.2500,=1021.5600,=3434290953891.8496,=2243877262807,=1433734706524.3301,=8.1346,=0.1518,=16.1012,=9.7029,=8.3625
2025-05-16,=995.2400,=1021.5400,=3430516607449.0498,=2244718821869,=1433228025683.4695,=8.2335,=0.1700,=16.1012,=9.7042,=8.3688
2025-05-15,=1000.9700,=1027.2800,=3445525299736.3906,=2256673838474,=1441325288062.2300,=8.2448,=0.1701,=16.1012,=9.7056,=8.3691
2025-05-14,=1013.7700,=1040.4200,=3491822109904.9609,=2284643821769,=1459921410284.6892,=8.4826,=0.2261,=16.1012,=9.7072,=8.3697
2025-05-13,=1009.6800,=1036.2200,=3479546285946.8491,=2275186988982,=1453614139868.7195,=8.7442,=0.2866,=16.1015,=9.7089,=8.3691
2025-05-12,=1011.2300,=1037.8100,=3488637772306.2300,=2279454620177,=1456549554204.0300,=8.3286,=0.1886,=16.1015,=9.7092,=8.3691
2025-05-09,=1006.3200,=1032.7700,=3475547482021.7798,=2271902811664,=1449179671385.6299,=8.1122,=0.1483,=16.1015,=9.7095,=8.3697
2025-05-08,=1026.4400,=1053.3500,=3549304762855.3804,=2312790977649,=1479088587549.4998,=8.2282,=0.1674,=16.1015,=9.7109,=8.3698
2025-05-07,=1030.1900,=1057.1900,=3564906898049.2388,=2318923753773,=1484535641982.4597,=8.1711,=0.1572,=16.1015,=9.7123,=8.3715
2025-05-06,=1026.5200,=1053.4300,=3542766412042.9902,=2308302153510,=1479326111198.6499,=8.0519,=0.1357,=16.1128,=9.7148,=8.3715
2025-04-30,=1012.4200,=1038.9600,=3496655135875.9507,=2275318628002,=1459202783091.1101,=7.9403,=0.1263,=16.1128,=9.7173,=8.3805
2025-04-29,=1003.8700,=1030.1800,=3475255936546.3496,=2259999595270,=1434597400642.7800,=8.0531,=0.1351,=16.1128,=9.7185,=8.3858
2025-04-28,=1002.8300,=1029.1200,=3477254888614.7305,=2262417127472,=1426979439630.8994,=8.0588,=0.1360,=16.1128,=9.7198,=8.3920
2025-04-25,=1004.5700,=1030.9100,=3477278093875.3496,=2261587092366,=1428557227076.8799,=8.1119,=0.1448,=16.1128,=9.7199,=8.3962
2025-04-24,=1003.3200,=1029.6200,=3479341008633.0298,=2238503812077,=1427000948317.6602,=8.1236,=0.1467,=16.1285,=9.7200,=8.3962
2025-04-23,=1012.6500,=1039.2000,=3509497800376.1299,=2257000327546,=1434061640374.9204,=8.1814,=0.1538,=16.1285,=9.7221,=8.3976
2025-04-22,=1016.2200,=1042.8600,=3526265265900.1196,=2267478156242,=1439358959443.1899,=8.2843,=0.1687,=16.1285,=9.7241,=8.3996
2025-04-21,=1019.4100,=1046.1400,=3531247738388.9609,=2275274503304,=1444188444043.8101,=8.1628,=0.1514,=16.1285,=9.7250,=8.4013
2025-04-18,=1008.6000,=1035.0400,=3500853539798.9292,=2190262298648,=1368339310642.2200,=8.1072,=0.1437,=16.1285,=9.7259,=8.4056
2025-04-17,=1016.8100,=1043.4700,=3529349773534.0103,=2206322000384,=1377898258205.5696,=8.1273,=0.1465,=16.1312,=9.7293,=8.4056
2025-04-16,=1014.5100,=1041.1100,=3525502872718.6909,=2201330625667,=1377442588032.8899,=8.1579,=0.1492,=16.1312,=9.7326,=8.4090
2025-04-15,=1006.3400,=1032.7200,=3489260399218.7700,=2182048315654,=1367949988358.9402,=8.0671,=0.1380,=16.1312,=9.7327,=8.4188
2025-04-14,=1014.2800,=1040.8700,=3514619842361.4604,=2200411203830,=1378357805536.4700,=8.1150,=0.1442,=16.1312,=9.7328,=8.4237
2025-04-11,=1011.7100,=1038.2300,=3510408971460.5303,=2195366694795,=1373871768093.5503,=8.1019,=0.1417,=16.1312,=9.7339,=8.4309
2025-04-10,=991.2200,=1017.2100,=3441601949557.2808,=2156949779037,=1345648453444.0500,=7.9470,=0.1305,=16.1382,=9.7349,=8.4309
2025-04-09,=980.5700,=1006.2800,=3410635769915.2896,=2134845307527,=1329794968429.7705,=7.8589,=0.1218,=16.1382,=9.7373,=8.4325
2025-04-08,=940.0900,=964.7400,=3263332681867.2495,=2047523755828,=1276224757936.5298,=7.4682,=0.0781,=16.1382,=9.7396,=8.4439
2025-04-07,=924.1700,=948.4000,=3203385580163.5898,=2005011909726,=1254685416207.3999,=7.2974,=0.0650,=16.1382,=9.7427,=8.4444
2025-04-03,=1018.0700,=1044.7600,=3504288742003.6699,=2207454871970,=1378231383017.5703,=8.0596,=0.1344,=16.1382,=9.7457,=8.4471
2025-04-02,=1022.7500,=1049.5600,=3505551371148.1104,=2215078130987,=1384556246074.6599,=8.0695,=0.1346,=16.1425,=9.7468,=8.4471
2025-04-01,=1024.3800,=1051.2300,=3508157269247.4502,=2218393314963,=1386243506772.3899,=8.1109,=0.1382,=16.1425,=9.7478,=8.4508
2025-03-31,=1022.7100,=1049.5300,=3509920825536.8101,=2212790155453,=1384724477979.8601,=7.9263,=0.1251,=16.1425,=9.7511,=8.4600
2025-03-28,=1029.4800,=1056.4700,=3532893835311.0698,=2230167736720,=1393790142062.7305,=8.0826,=0.1340,=16.1425,=9.7543,=8.4617
2025-03-27,=1040.5700,=1067.8500,=3571860328933.7490,=2253085670503,=1408888336878.2100,=8.2743,=0.1545,=16.1425,=9.7555,=8.4659
2025-03-26,=1029.0500,=1056.0300,=3531398478704.6411,=2233430700842,=1391642121786.2000,=8.2314,=0.1511,=16.1479,=9.7567,=8.4659
2025-03-25,=1031.7000,=1058.7400,=3539241637647.4102,=2239141746339,=1395341153473.6997,=8.2459,=0.1512,=16.1479,=9.7589,=8.4666
2025-03-24,=1045.9400,=1073.3600,=3588724321008.6299,=2265109492197,=1412329959949.0701,=8.2961,=0.1584,=16.1479,=9.7611,=8.4697
2025-03-21,=1042.8900,=1070.2300,=3585338238604.7998,=2260550966600,=1407877062011.2395,=8.3155,=0.1630,=16.1479,=9.7630,=8.4700
2025-03-20,=1064.7900,=1092.7100,=3657318309081.8799,=2305819032829,=1437288965857.9602,=8.4666,=0.1977,=16.1479,=9.7650,=8.4709
2025-03-19,=1076.9400,=1105.1700,=3692827370981.9102,=2331881460193,=1453930513437.5205,=8.4325,=0.1908,=16.1504,=9.7653,=8.4709
2025-03-18,=1089.8300,=1118.4000,=3733652010575.5811,=2362439663732,=1468017412305.5100,=8.5006,=0.2060,=16.1504,=9.7655,=8.4728
2025-03-17,=1083.2100,=1111.6100,=3715318237290.9102,=2347766532673,=1458277634621.0198,=8.4709,=0.1991,=16.1504,=9.7669,=8.4728
2025-03-14,=1088.1100,=1116.6400,=3734482532302.2710,=2343468841688,=1455273512172.6201,=8.8488,=0.2838,=16.1504,=9.7683,=8.4755
2025-03-13,=1069.7000,=1097.7500,=3674750873811.8701,=2306200249636,=1430833526954.1602,=8.8824,=0.2930,=16.1504,=9.7733,=8.4755
2025-03-12,=1092.7100,=1121.3500,=3753595589138.8501,=2351201035688,=1460306383247.2700,=8.8399,=0.2825,=16.1614,=9.7784,=8.4728
2025-03-11,=1100.7400,=1129.6000,=3775738072774.1899,=2369705387608,=1469719337704.2000,=8.9326,=0.3042,=16.1614,=9.7870,=8.4728
2025-03-10,=1105.1600,=1134.1400,=3783097395408.8589,=2377044236317,=1476930561607.9297,=8.8780,=0.2902,=16.1614,=9.7957,=8.4728
2025-03-07,=1107.6200,=1136.6600,=3792416061452.4790,=2388640894948,=1483797223305.2795,=8.8848,=0.2931,=16.1614,=9.7966,=8.4728
2025-03-06,=1121.5800,=1150.9900,=3844072544916.8701,=2417002751174,=1501130595569.8696,=8.8493,=0.2844,=16.1614,=9.7975,=8.4728
2025-03-05,=1083.8200,=1112.2300,=3730261602592.6299,=2334452422084,=1454527560884.0500,=8.4728,=0.2005,=16.1792,=9.7984,=8.4700
2025-03-04,=1080.6600,=1109,=3720828196017.3091,=2329575241576,=1452165285839.9297,=8.5549,=0.2213,=16.1792,=9.7992,=8.4700
2025-03-03,=1062.3500,=1090.2000,=3669246927498.0898,=2294312318820,=1426283939847.3301,=8.4508,=0.1955,=16.1792,=9.7996,=8.4700
2025-02-28,=1078.8000,=1107.0800,=3723731934299.0991,=2317995914501,=1445473734103.2100,=8.5375,=0.2154,=16.1792,=9.8000,=8.4755
2025-02-27,=1126.2900,=1155.8100,=3878267297875.0103,=2417309073138,=1506724749513.1597,=8.8984,=0.2911,=16.1792,=9.8020,=8.4755
2025-02-26,=1126.8200,=1156.3600,=3886238358386.0801,=2425225451323,=1508414025989.7498,=9.4559,=0.4173,=16.1813,=9.8040,=8.4700
2025-02-25,=1102.9000,=1131.8200,=3798306909566.7402,=2377671927022,=1475661594882.6094,=9.1195,=0.3402,=16.1813,=9.8077,=8.4700
2025-02-24,=1100.0500,=1128.8900,=3800324882242.3398,=2374107446929,=1473989361913.8899,=9.1124,=0.3369,=16.1813,=9.8113,=8.4700
2025-02-21,=1094.7700,=1123.4700,=3791989194155.5498,=2361586431714,=1470484829792.5300,=9.1699,=0.3562,=16.1813,=9.8124,=8.4700
2025-02-20,=1033.0900,=1060.1700,=3582977447282.4893,=2239808461155,=1395788222530.3904,=8.9428,=0.3005,=16.1813,=9.8134,=8.4700
2025-02-19,=1034.5700,=1061.6900,=3600339939835.4102,=2242870006801,=1397805551397.1497,=8.7742,=0.2692,=16.1826,=9.8283,=8.4697
2025-02-18,=1011.1700,=1037.6800,=3519967620910.8389,=2192777984473,=1363955189648.2598,=8.6042,=0.2269,=16.1826,=9.8431,=8.4697
