date,hs300_pe,hs300_pb,zz500_pe,zz500_pb,kc50_pe,bond_10y_yield,hs300_erp,hs300_pe_quantile,hs300_pb_quantile,zz500_pe_quantile,zz500_pb_quantile
2024-06-07,11.6,1.24,18.9,1.64,,2.2833,6.337389655172414,0.4462320067739204,0.0859441151566469,0.516934801016088,0.06054191363251482
2024-06-11,11.48,1.23,18.87,1.63,,2.2791,6.431701393728222,0.40431837425910244,0.07408975444538526,0.5101608806096528,0.05207451312447079
2024-06-12,11.5,1.23,18.94,1.64,,2.276,6.419652173913043,0.4119390347163421,0.07451312447078746,0.5270956816257409,0.06181202370872142
2024-06-13,11.48,1.23,18.8,1.63,,2.2678,6.443001393728222,0.40474174428450466,0.07493649449618967,0.4961896697713802,0.05249788314987299
2024-06-14,11.51,1.23,18.84,1.64,,2.2558,6.4322973066898355,0.4178662150719729,0.07535986452159187,0.5008467400508044,0.06308213378492802
2024-06-17,11.46,1.23,19.12,1.65,,2.2609,6.465103490401397,0.39415749364944963,0.07578323454699407,0.5618120237087214,0.07959356477561388
2024-06-18,11.51,1.24,19.19,1.66,,2.2537,6.434397306689835,0.4191363251481795,0.09060118543607112,0.5753598645215918,0.09991532599491956
2024-06-19,11.51,1.24,18.96,1.64,,2.2429,6.445197306689835,0.4195596951735817,0.09102455546147332,0.529212531752752,0.06350550381033022
2024-06-20,11.48,1.24,18.71,1.62,,2.2445,6.466301393728221,0.40601185436071124,0.09144792548687553,0.48052497883149875,0.04191363251481795
2024-06-21,11.46,1.24,18.74,1.62,,2.2571,6.468903490401397,0.39458086367485184,0.09187129551227773,0.4826418289585097,0.04233700254022015
2024-06-24,11.43,1.23,18.37,1.59,,2.2451,6.503806386701663,0.38569009314140557,0.07620660457239628,0.4144792548687553,0.023708721422523286
2024-06-25,11.39,1.23,18.23,1.58,,2.235,6.544631255487269,0.37722269263336156,0.07662997459779848,0.3861134631668078,0.01989839119390347
2024-06-26,11.43,1.23,18.44,1.6,,2.2225,6.526406386701662,0.3869602032176122,0.07705334462320068,0.42718035563082135,0.030059271803556307
2024-06-27,11.39,1.23,18.12,1.57,,2.2081,6.571531255487269,0.37764606265876377,0.07747671464860288,0.35478408128704486,0.01651143099068586
2024-06-28,11.48,1.24,18.19,1.58,,2.2058,6.505001393728222,0.40982218458933106,0.09568162574089754,0.37552921253175275,0.021168501270110076
2024-07-01,11.57,1.25,18.45,1.6,,2.2486,6.39444235090752,0.4428450465707028,0.11727349703640982,0.42887383573243015,0.03217612193056731
2024-07-02,11.62,1.26,18.24,1.58,,2.2369,6.368951979345956,0.46613039796782385,0.14055884843353092,0.3852667231160034,0.021591871295512276
2024-07-03,11.58,1.25,18.08,1.57,,2.2426,6.392978583765112,0.4479254868755292,0.11769686706181202,0.33954276037256564,0.01693480101608806
2024-07-04,11.56,1.25,17.81,1.55,,2.2502,6.400319031141869,0.43903471634208296,0.11812023708721422,0.283657917019475,0.014394580863674851
2024-07-05,11.46,1.24,17.91,1.56,,2.2754,6.450603490401397,0.3983911939034716,0.09610499576629974,0.3060965283657917,0.016088060965283656
2024-07-08,11.43,1.24,17.62,1.53,,2.2904,6.4585063867016625,0.3882303132938188,0.09652836579170194,0.2612193056731583,0.01100762066045724
2024-07-09,11.53,1.25,17.95,1.56,,2.2698,6.403226886383347,0.43395427603725656,0.12023708721422523,0.31668077900084673,0.01735817104149026
2024-07-10,11.47,1.25,17.79,1.55,,2.2707,6.447695815170009,0.40474174428450466,0.12066045723962743,0.2798475867908552,0.015664690939881456
2024-07-11,11.54,1.26,18.11,1.58,,2.2648,6.400711265164644,0.43734123624047416,0.1460626587637595,0.3539373412362405,0.027095681625740897
2024-07-12,11.55,1.26,18.03,1.57,,2.2604,6.397608658008657,0.4398814563928874,0.14648602878916173,0.3336155800169348,0.021591871295512276
2024-07-15,11.63,1.27,17.9,1.56,,2.2541,6.344352278589853,0.47671464860287893,0.16892464013547842,0.3060965283657917,0.018628281117696866
2024-07-16,11.65,1.28,17.91,1.56,,2.2613,6.322390987124463,0.48391193903471635,0.18331922099915327,0.3090601185436071,0.01905165114309907
2024-07-17,11.6,1.28,17.74,1.55,,2.2598,6.360889655172414,0.4623200677392041,0.18374259102455545,0.2760372565622354,0.016088060965283656
2024-07-18,11.69,1.29,17.84,1.56,,2.2673,6.287019931565441,0.49745977984758677,0.1964436917866215,0.29466553767993225,0.02032176121930567
2024-07-19,11.7,1.29,17.81,1.56,,2.2614,6.285608547008547,0.5016934801016089,0.1968670618120237,0.28662150719729046,0.020745131244707875
2024-07-22,11.58,1.27,17.77,1.55,,2.2461,6.389478583765111,0.45427603725656224,0.1693480101608806,0.2790008467400508,0.01651143099068586
2024-07-23,11.43,1.26,17.26,1.51,,2.2322,6.516706386701662,0.388653683319221,0.14690939881456394,0.220575783234547,0.00846740050804403
2024-07-24,11.41,1.26,17.1,1.5,,2.2381,6.526141893076249,0.3835732430143946,0.14733276883996613,0.20237087214225233,0.007620660457239628
2024-07-25,11.32,1.25,17.11,1.5,,2.2168,6.617122261484099,0.3539373412362405,0.12108382726502964,0.20533446232006775,0.008044030482641828
2024-07-26,11.27,1.24,17.35,1.52,,2.1944,6.678714463176576,0.3374259102455546,0.09695173581710415,0.23073666384419983,0.012277730736663843
2024-07-29,11.27,1.24,17.27,1.51,,2.1574,6.7157144631765755,0.33784928027095684,0.09737510584250635,0.2239627434377646,0.010584250635055038
2024-07-30,11.18,1.23,17.2,1.5,,2.148,6.79654382826476,0.2988992379339543,0.07790008467400508,0.2180355630821338,0.00846740050804403
2024-07-31,11.32,1.25,17.84,1.56,,2.1494,6.6845222614841,0.3569009314140559,0.12404741744284505,0.3018628281117697,0.027095681625740897
2024-08-01,11.29,1.25,17.72,1.55,,2.1297,6.7276959255978745,0.34758679085520744,0.12447078746824725,0.279424216765453,0.02201524132091448
2024-08-02,11.19,1.23,17.5,1.53,,2.1277,6.8088504915102765,0.3035563082133785,0.07832345469940728,0.2506350550381033,0.01651143099068586
2024-08-05,11.05,1.22,17.18,1.5,,2.1376,6.9121737556561085,0.24428450465707027,0.06604572396274344,0.21591871295512277,0.008890770533446233
2024-08-06,11.01,1.21,17.37,1.52,,2.1491,6.933552134423251,0.2252328535139712,0.0563082133784928,0.23793395427603725,0.015241320914479255
2024-08-07,11.03,1.22,17.37,1.52,,2.1414,6.924783136899365,0.23666384419983066,0.06731583403895004,0.23835732430143947,0.015664690939881456
2024-08-08,11.03,1.22,17.38,1.52,,2.181,6.885183136899365,0.23708721422523285,0.06773920406435224,0.24047417442845045,0.016088060965283656
2024-08-09,11.01,1.21,17.21,1.51,,2.1986,6.884052134423251,0.22565622353937342,0.056731583403895,0.2201524132091448,0.012701100762066046
2024-08-12,11.0,1.22,17.21,1.51,,2.2508,6.840109090909092,0.2209991532599492,0.06900931414055884,0.220575783234547,0.013124470787468248
2024-08-13,11.04,1.22,17.26,1.51,,2.2255,6.832471014492755,0.24513124470787467,0.06943268416596104,0.2260795935647756,0.013547840812870448
2024-08-14,11.0,1.21,17.04,1.49,,2.1966,6.894309090909092,0.22123519458544838,0.05710659898477157,0.1924703891708968,0.005922165820642978
2024-08-15,11.11,1.23,17.15,1.51,,2.205,6.795900090009001,0.27834179357022,0.08544839255499154,0.21446700507614214,0.014805414551607445
2024-08-16,11.16,1.23,17.04,1.5,,2.1978,6.762773476702509,0.2990693739424704,0.08587140439932318,0.19289340101522842,0.01015228426395939
2024-08-19,11.24,1.24,17.1,1.5,,2.1816,6.715197153024912,0.33544839255499154,0.10786802030456853,0.20431472081218274,0.010575296108291032
2024-08-20,11.16,1.23,16.78,1.47,,2.171,6.789573476702509,0.29949238578680204,0.08629441624365482,0.155668358714044,0.00338409475465313
2024-08-21,11.13,1.23,16.72,1.46,,2.167,6.817725965858042,0.2910321489001692,0.08671742808798646,0.14001692047377326,0.00338409475465313
2024-08-22,11.14,1.23,16.54,1.45,,2.1582,6.818460682226212,0.2958579881656805,0.08706677937447169,0.11918850380388842,0.0029585798816568047
2024-08-23,11.15,1.23,16.52,1.45,,2.1547,6.813909865470851,0.29839391377852914,0.0874894336432798,0.11496196111580727,0.0033812341504649195
2024-08-26,11.11,1.23,16.62,1.45,,2.1628,6.838100090009001,0.2785291631445478,0.08791208791208792,0.1301775147928994,0.0038038884192730348
2024-08-27,11.14,1.23,16.36,1.43,,2.1903,6.786360682226212,0.2971259509721048,0.08833474218089603,0.09636517328825021,0.0016906170752324597
2024-08-28,11.07,1.22,16.38,1.43,,2.1673,6.866123667570009,0.2565511411665258,0.07058326289095519,0.09721048182586645,0.002113271344040575
2024-08-29,10.89,1.21,16.49,1.44,,2.1703,7.012436455463727,0.16737109044801352,0.057480980557903634,0.1132713440405748,0.0038038884192730348
2024-08-30,10.86,1.22,16.8,1.46,,2.1704,7.037703130755065,0.15722738799661876,0.07185122569737955,0.1661031276415892,0.008875739644970414
2024-09-02,10.76,1.2,16.66,1.44,,2.1457,7.147980297397771,0.13186813186813187,0.04775993237531699,0.14032121724429417,0.00422654268808115
2024-09-03,10.69,1.19,16.81,1.45,,2.1432,7.2113369504209555,0.12087912087912088,0.04142011834319527,0.16990701606086223,0.0076077768385460695
2024-09-04,10.6,1.17,16.76,1.45,,2.1336,7.3003622641509445,0.09847844463229079,0.026627218934911243,0.15426880811496196,0.008030431107354184
2024-09-05,10.58,1.17,16.82,1.46,,2.1338,7.31799584120983,0.09425190194420964,0.027049873203719356,0.17286559594251902,0.011834319526627219
2024-09-06,10.52,1.16,16.6,1.44,,2.1388,7.366903422053232,0.08791208791208792,0.017328825021132713,0.1297548605240913,0.004649196956889264
2024-09-09,10.39,1.15,16.46,1.43,,2.1267,7.497939076034649,0.0650887573964497,0.006762468300929839,0.10819949281487742,0.00253592561284869
2024-09-10,10.44,1.15,16.45,1.42,,2.1143,7.464244061302683,0.07100591715976332,0.007185122569737954,0.10777683854606931,0.0016906170752324597
2024-09-11,10.33,1.14,16.44,1.42,,2.1044,7.57614211035818,0.055790363482671176,0.00253592561284869,0.10693153000845308,0.002113271344040575
2024-09-12,10.31,1.14,16.39,1.42,,2.0998,7.599521047526672,0.05325443786982249,0.0029585798816568047,0.09847844463229079,0.00253592561284869
2024-09-13,10.29,1.14,16.23,1.41,,2.0724,7.645772983479107,0.04902789518174133,0.0033812341504649195,0.08791208791208792,0.001267962806424345
2024-09-14,,,,,,2.0425,,,,,
2024-09-18,10.38,1.15,16.32,1.41,,2.0403,7.593611368015413,0.06598984771573604,0.01015228426395939,0.09348561759729272,0.001692047377326565
2024-09-19,10.42,1.15,16.49,1.43,,2.045,7.551928982725528,0.0727580372250423,0.010575296108291032,0.1188663282571912,0.0071912013536379014
2024-09-20,10.46,1.16,16.41,1.42,,2.0431,7.517129445506693,0.077834179357022,0.023688663282571912,0.10575296108291032,0.004653130287648054
2024-09-23,10.52,1.16,16.4,1.42,,2.0381,7.467603422053232,0.09517766497461928,0.024111675126903553,0.10279187817258884,0.005076142131979695
2024-09-24,10.97,1.21,17.1,1.48,,2.0728,7.042970282588878,0.21573604060913706,0.06979695431472081,0.22419627749576987,0.023688663282571912
2024-09-25,11.11,1.23,17.24,1.49,,2.0437,6.957200090009001,0.29441624365482233,0.10406091370558376,0.2478849407783418,0.0266497461928934
2024-09-26,11.48,1.27,17.97,1.56,,2.0787,6.632101393728222,0.45050761421319796,0.20769881556683586,0.36548223350253806,0.05964467005076142
2024-09-27,11.77,1.3,18.87,1.63,,2.1714,6.324776720475786,0.560067681895093,0.25253807106598986,0.5499153976311336,0.11125211505922165
2024-09-29,,,,,,2.2534,,,,,
2024-09-30,12.65,1.4,20.75,1.8,,2.1518,5.7533383399209495,0.7011007620660458,0.5038103302286198,0.7451312447078747,0.43395427603725656
2024-10-08,13.23,1.46,22.06,1.91,,2.1928,5.365778987150416,0.7548687552921253,0.5910245554614734,0.7929720575783235,0.6240474174428451
2024-10-09,12.38,1.37,20.53,1.78,,2.176,5.901544426494345,0.6587637595258256,0.4263336155800169,0.7324301439458086,0.395004233700254
2024-10-10,12.6,1.39,20.48,1.77,,2.1441,5.792407936507936,0.6913632514817951,0.48052497883149875,0.7281964436917866,0.37425910245554617
2024-10-11,12.34,1.37,19.75,1.71,,2.1392,5.964527714748783,0.6507197290431838,0.42675698560541914,0.6795088907705334,0.26375952582557155
2024-10-12,,,,,,2.1441,,,,,
2024-10-14,12.59,1.39,20.22,1.75,,2.1368,5.806011755361398,0.688135593220339,0.4822033898305085,0.7135593220338983,0.33347457627118643
2024-10-15,12.23,1.35,19.69,1.71,,2.1254,6.051214881439084,0.6245762711864407,0.37966101694915255,0.6724576271186441,0.26440677966101694
2024-10-16,12.21,1.35,19.66,1.71,,2.1331,6.056908190008189,0.622457627118644,0.38008474576271184,0.6673728813559322,0.2648305084745763
2024-10-17,12.07,1.34,19.46,1.69,,2.1084,6.176604142502072,0.6063559322033898,0.35296610169491527,0.6495762711864407,0.2245762711864407
2024-10-18,12.4,1.37,20.2,1.75,,2.1209,5.943616129032258,0.6597457627118644,0.4300847457627119,0.7114406779661017,0.3364406779661017
2024-10-21,12.36,1.37,20.36,1.77,,2.1211,5.9695148867313925,0.6533898305084745,0.43050847457627117,0.7203389830508474,0.38008474576271184
2024-10-22,12.32,1.37,20.55,1.78,,2.1458,5.971083116883117,0.6432203389830509,0.4309322033898305,0.7343220338983051,0.4025423728813559
2024-10-23,12.35,1.38,20.64,1.79,,2.1559,5.941265991902834,0.6508474576271186,0.45847457627118643,0.7364406779661017,0.4245762711864407
2024-10-24,12.24,1.36,20.44,1.77,,2.1661,6.003834640522875,0.6228813559322034,0.40635593220338984,0.7245762711864406,0.3805084745762712
2024-10-25,12.26,1.37,20.65,1.79,,2.1539,6.002706851549755,0.6271186440677966,0.4322033898305085,0.7364406779661017,0.4258474576271186
2024-10-28,12.26,1.36,20.96,1.81,,2.1617,5.9949068515497554,0.6266949152542373,0.4067796610169492,0.7601694915254237,0.4648305084745763
2024-10-29,12.18,1.35,20.66,1.77,,2.1598,6.050380623973727,0.6135593220338983,0.3813559322033898,0.7360169491525423,0.3809322033898305
2024-10-30,12.03,1.32,20.52,1.78,,2.1597,6.1528519534497095,0.5953389830508474,0.2957627118644068,0.726271186440678,0.4046610169491525
2024-10-31,11.65,1.3,21.0,1.78,,2.1476,6.436090987124462,0.5084745762711864,0.2533898305084746,0.761864406779661,0.40508474576271186
2024-11-01,11.72,1.3,20.82,1.77,,2.1406,6.391823208191126,0.5313559322033898,0.2538135593220339,0.7449152542372881,0.3813559322033898
2024-11-04,11.83,1.32,21.19,1.8,,2.1275,6.3255853761623,0.5627118644067797,0.2978813559322034,0.7707627118644068,0.4491525423728814
2024-11-05,12.08,1.34,21.78,1.85,,2.1106,6.16754569536424,0.6042372881355932,0.35677966101694913,0.785593220338983,0.5555084745762712
2024-11-06,12.0,1.33,21.78,1.85,,2.1234,6.209933333333332,0.5932203389830508,0.32754237288135596,0.7851694915254237,0.5555084745762712
2024-11-07,12.34,1.37,22.2,1.88,,2.1115,5.992227714748784,0.6466101694915254,0.43940677966101693,0.7953389830508475,0.6042372881355932
2024-11-08,12.22,1.36,22.1,1.87,,2.1067,6.076606055646481,0.6161016949152542,0.413135593220339,0.7923728813559322,0.5953389830508474
2024-11-11,12.21,1.36,22.37,1.9,,2.092,6.098008190008189,0.614406779661017,0.4135593220338983,0.7966101694915254,0.6165254237288136
2024-11-12,12.06,1.34,22.15,1.88,,2.0729,6.218973963515754,0.5978813559322034,0.3580508474576271,0.7923728813559322,0.6029661016949153
2024-11-13,12.16,1.35,22.15,1.88,,2.0876,6.136084210526317,0.6084745762711864,0.3877118644067797,0.7919491525423729,0.6025423728813559
2024-11-14,12.02,1.34,21.57,1.83,,2.0808,6.238667554076541,0.5944915254237289,0.35847457627118645,0.7745762711864407,0.514406779661017
2024-11-15,11.88,1.32,21.09,1.79,,2.0948,6.322708417508417,0.5741525423728814,0.2983050847457627,0.760593220338983,0.42966101694915254
2024-11-18,11.89,1.32,20.86,1.77,,2.1117,6.298728931875526,0.576271186440678,0.298728813559322,0.739406779661017,0.38177966101694916
2024-11-19,11.92,1.32,21.17,1.79,,2.0947,6.294561744966444,0.5809322033898305,0.29915254237288136,0.7627118644067796,0.4309322033898305
2024-11-20,11.93,1.33,21.33,1.81,,2.1025,6.279729673093043,0.5834745762711865,0.3305084745762712,0.7665254237288136,0.47203389830508474
2024-11-21,11.93,1.33,21.29,1.81,,2.0843,6.297929673093043,0.5838983050847457,0.3309322033898305,0.764406779661017,0.4724576271186441
2024-11-22,11.61,1.29,20.49,1.74,,2.0832,6.530064427217917,0.4978813559322034,0.23728813559322035,0.7152542372881356,0.31864406779661014
2024-11-25,11.57,1.28,20.44,1.73,,2.0682,6.574842350907519,0.4830508474576271,0.22415254237288135,0.7122881355932204,0.3029661016949153
2024-11-26,11.59,1.29,20.31,1.72,,2.0657,6.562427696289905,0.4923728813559322,0.23855932203389832,0.7067796610169491,0.2847457627118644
2024-11-27,11.75,1.31,20.69,1.75,,2.0553,6.45533829787234,0.5427966101694915,0.27584745762711865,0.7309322033898306,0.33940677966101696
2024-11-28,11.67,1.3,20.54,1.74,,2.0304,6.53858029134533,0.5152542372881356,0.25677966101694916,0.7216101694915255,0.3207627118644068
2024-11-29,11.75,1.31,20.85,1.77,,2.0206,6.49003829787234,0.5440677966101695,0.2771186440677966,0.7432203389830508,0.3864406779661017
2024-12-02,11.83,1.32,21.13,1.79,,1.981,6.472085376162299,0.5682203389830508,0.30466101694915254,0.7656779661016949,0.4364406779661017
2024-12-03,11.89,1.32,21.12,1.79,,1.9886,6.421828931875526,0.5826271186440678,0.3050847457627119,0.7652542372881356,0.43686440677966104
2024-12-04,11.9,1.32,20.93,1.78,,1.9612,6.442161344537814,0.584250635055038,0.3052497883149873,0.7535986452159187,0.4119390347163421
2024-12-05,11.85,1.32,20.97,1.78,,1.9462,6.492618565400844,0.5753598645215918,0.3056731583403895,0.7569856054191363,0.4123624047417443
2024-12-06,11.99,1.33,21.27,1.8,,1.9539,6.386383569641366,0.6037256562235394,0.33954276037256564,0.7713801862828111,0.46020321761219307
2024-12-09,12.0,1.33,21.18,1.8,,1.9168,6.416533333333332,0.6058425063505504,0.3399661303979678,0.7696867061812024,0.46062658763759523
2024-12-10,12.07,1.34,21.31,1.81,,1.8468,6.438204142502071,0.6147332768839966,0.3729889923793395,0.77307366638442,0.4826418289585097
2024-12-11,12.03,1.34,21.49,1.82,,1.8218,6.49075195344971,0.6088060965283658,0.3729889923793395,0.7747671464860287,0.5050804403048265
2024-12-12,12.15,1.35,21.67,1.84,,1.8172,6.4132526748971195,0.6219305673158341,0.4038950042337002,0.7790008467400508,0.5508044030482642
2024-12-13,11.91,1.33,21.27,1.8,,1.7771,6.61920562552477,0.584250635055038,0.34038950042337,0.7692633361558001,0.45935647756138864
2024-12-16,11.97,1.33,22.21,1.87,,1.7215,6.632718880534671,0.5969517358171041,0.34081287044877223,0.7950889077053345,0.6075359864521592
2024-12-17,11.99,1.34,22.05,1.86,,1.7237,6.616583569641366,0.6007620660457239,0.37510584250635054,0.7861981371718882,0.5901778154106689
2024-12-18,12.06,1.34,22.19,1.87,,1.7564,6.535473963515755,0.6104995766299746,0.37552921253175275,0.7925486875529213,0.6088060965283658
2024-12-19,12.03,1.34,22.22,1.87,,1.7417,6.57085195344971,0.6066892464013548,0.37595258255715497,0.7950889077053345,0.609229466553768
2024-12-20,11.97,1.34,22.26,1.88,,1.7018,6.65241888053467,0.5939881456392887,0.3763759525825571,0.7959356477561389,0.6193903471634208
2024-12-23,12.07,1.35,21.97,1.85,,1.7019,6.583104142502071,0.61346316680779,0.40939881456392885,0.7806943268416596,0.5690093141405589
2024-12-24,12.23,1.36,22.27,1.88,,1.7166,6.4600148814390845,0.6316680779000847,0.4381879762912786,0.7959356477561389,0.6206604572396275
2024-12-25,12.3,1.37,22.09,1.86,,1.7365,6.393581300813008,0.6473327688399662,0.46613039796782385,0.7849280270956817,0.5914479254868755
2024-12-26,12.27,1.37,22.21,1.87,,1.7122,6.437759250203748,0.640558848433531,0.46655376799322607,0.792125317527519,0.611346316680779
2024-12-27,12.25,1.37,22.27,1.88,,1.6929,6.470365306122449,0.6346316680779001,0.4669771380186283,0.7955122777307366,0.6227773073666384
2024-12-30,12.33,1.37,22.28,1.88,,1.7128,6.397500081103001,0.6536833192209992,0.4674005080440305,0.7959356477561389,0.6232006773920407
2024-12-31,12.19,1.36,21.7,1.83,,1.6752,6.528245447087777,0.6240474174428451,0.4386113463166808,0.7722269263336156,0.5287891617273497
2025-01-02,11.84,1.32,21.03,1.77,,1.6077,6.838245945945946,0.5643522438611346,0.3060965283657917,0.7531752751905165,0.3852667231160034
2025-01-03,11.73,1.31,20.67,1.74,,1.6041,6.9210491901108275,0.5317527519051651,0.277307366638442,0.7256562235393734,0.32049110922946655
2025-01-06,11.7,1.3,20.68,1.74,,1.5966,6.950408547008546,0.5207451312447079,0.25698560541913634,0.72692633361558,0.32091447925486877
2025-01-07,11.75,1.31,20.89,1.75,,1.6093,6.90133829787234,0.5389500423370025,0.2785774767146486,0.7413209144792549,0.34123624047417445
2025-01-08,11.77,1.32,20.82,1.75,,1.6069,6.889276720475786,0.5465707027942421,0.3090601185436071,0.7362404741744285,0.3416596104995766
2025-01-09,11.69,1.31,20.75,1.74,,1.6368,6.917519931565441,0.5156646909398814,0.2790008467400508,0.7332768839966131,0.321337849280271
2025-01-10,11.55,1.29,20.45,1.72,,1.6338,7.024208658008658,0.4720575783234547,0.23878069432684165,0.7104149026248942,0.2849280270956816
2025-01-13,11.51,1.29,20.46,1.72,,1.6592,7.028897306689835,0.46062658763759523,0.23920406435224387,0.7112616426756986,0.2853513971210838
2025-01-14,11.74,1.32,21.13,1.77,,1.6446,6.873287563884157,0.5372565622353938,0.31202370872142254,0.7646062658763759,0.3916172734970364
2025-01-15,11.68,1.31,20.95,1.76,,1.633,6.928643835616438,0.5143945808636748,0.28111769686706184,0.7519051651143099,0.36706181202370874
2025-01-16,11.72,1.31,21.04,1.76,,1.6394,6.893023208191126,0.5304826418289585,0.281541066892464,0.7603725656223539,0.3674851820491109
2025-01-17,11.73,1.31,21.21,1.78,,1.6593,6.865849190110827,0.5355630821337849,0.2819644369178662,0.7705334462320068,0.4204064352243861
2025-01-20,11.72,1.31,21.3,1.79,,1.6747,6.857723208191127,0.5309060118543607,0.2823878069432684,0.7739204064352244,0.4470787468247248
2025-01-21,11.7,1.31,21.36,1.79,,1.6496,6.897408547008547,0.5224386113463166,0.28281117696867064,0.7756138865368332,0.44750211685012703
2025-01-22,11.59,1.3,21.53,1.8,,1.6602,6.967927696289905,0.4877222692633362,0.25910245554614736,0.7764606265876376,0.47163420829805247
2025-01-23,11.68,1.31,21.46,1.79,,1.6645,6.897143835616438,0.5131244707874683,0.28408128704487723,0.7747671464860287,0.4479254868755292
2025-01-24,11.72,1.31,21.7,1.81,,1.6565,6.875923208191126,0.5304826418289585,0.28450465707027944,0.7785774767146486,0.4949195596951736
2025-01-26,,,,,,1.6537,,,,,
2025-01-27,11.74,1.32,21.51,1.8,,1.6299,6.887987563884157,0.5389830508474577,0.3177966101694915,0.7745762711864407,0.4716101694915254
2025-02-05,11.62,1.31,21.5,1.8,,1.6207,6.985151979345956,0.4944915254237288,0.28347457627118644,0.773728813559322,0.47203389830508474
2025-02-06,11.73,1.32,21.93,1.84,,1.5958,6.929349190110827,0.5347457627118644,0.3173728813559322,0.7813559322033898,0.5635593220338984
2025-02-07,11.83,1.33,22.22,1.86,,1.6032,6.849885376162299,0.5661016949152542,0.3538135593220339,0.7927966101694915,0.6042372881355932
2025-02-08,,,,,,1.6057,,,,,
2025-02-10,11.85,1.33,22.37,1.87,,1.6342,6.804618565400844,0.5742154368108566,0.35411365564037317,0.7977099236641222,0.6238337574215437
2025-02-11,11.86,1.33,22.27,1.86,,1.6274,6.804303204047219,0.5759117896522477,0.35411365564037317,0.7947413061916879,0.602629346904156
2025-02-12,11.96,1.34,22.55,1.89,,1.6336,6.727604013377928,0.5937234944868532,0.3884648006785411,0.8032230703986429,0.6433418150975403
2025-02-13,11.93,1.34,22.39,1.87,,1.6346,6.747629673093043,0.589058524173028,0.3880407124681934,0.7981340118744699,0.6225614927905004
2025-02-14,12.02,1.35,22.55,1.89,,1.6546,6.66486755407654,0.6030534351145038,0.4206955046649703,0.8027989821882952,0.6429177268871925
2025-02-17,12.04,1.35,22.55,1.89,,1.6934,6.612247840531561,0.6068702290076335,0.42027141645462257,0.8023748939779474,0.6424936386768448
2025-02-18,11.99,1.35,22.18,1.86,,1.7006,6.639683569641367,0.5971162001696353,0.4198473282442748,0.7828668363019508,0.5988125530110263
2025-02-19,12.02,1.35,22.51,1.88,,1.6626,6.65686755407654,0.6017811704834606,0.4198473282442748,0.7998303647158609,0.6331636980491943
2025-02-20,11.99,1.35,22.53,1.89,,1.685,6.655283569641366,0.595843935538592,0.41942324003392706,0.7998303647158609,0.642069550466497
2025-02-21,12.09,1.35,22.86,1.91,,1.72,6.551298593879239,0.6157760814249363,0.41942324003392706,0.8256997455470738,0.6526717557251909
2025-02-24,12.03,1.35,22.82,1.91,,1.7625,6.550051953449709,0.6034775233248516,0.41899915182357933,0.8227311280746396,0.6522476675148431
2025-02-25,11.89,1.33,22.55,1.89,,1.7275,6.682928931875526,0.5733672603901612,0.35029686174724345,0.8002544529262087,0.6399491094147582
2025-02-26,11.96,1.34,22.76,1.91,,1.7251,6.636104013377927,0.5873621713316369,0.3850720949957591,0.81509754028838,0.6518235793044953
2025-02-27,12.0,1.35,22.72,1.9,,1.7576,6.575733333333332,0.5966921119592875,0.41899915182357933,0.8100084817642069,0.6458863443596268
2025-02-28,11.82,1.33,22.0,1.85,,1.7152,6.745036886632826,0.5491942324003393,0.3507209499575912,0.7692960135708228,0.5691263782866837
2025-03-03,11.81,1.32,22.11,1.85,,1.6955,6.7719005080440295,0.5466497031382528,0.31509754028838,0.7735368956743003,0.5687022900763359
2025-03-04,11.75,1.32,22.24,1.87,,1.7079,6.80273829787234,0.5284139100932994,0.3155216284987277,0.7824427480916031,0.6145038167938931
2025-03-05,11.84,1.33,22.25,1.87,,1.7083,6.737645945945946,0.5589482612383376,0.35284139100932993,0.7828668363019508,0.6140797285835454
2025-03-06,11.94,1.34,22.54,1.89,,1.7455,6.629709380234507,0.5826972010178118,0.3880407124681934,0.7960135708227312,0.6378286683630195
2025-03-07,11.92,1.34,22.45,1.88,,1.8002,6.589061744966443,0.5767599660729432,0.3884648006785411,0.7917726887192537,0.6268023748939779
2025-03-10,11.85,1.33,22.49,1.89,,1.8128,6.626018565400844,0.5610687022900763,0.3532654792196777,0.7926208651399491,0.6374045801526718
2025-03-11,11.89,1.33,22.6,1.9,,1.8853,6.525128931875526,0.5699152542372882,0.35338983050847456,0.8050847457627118,0.6457627118644068
2025-03-12,11.86,1.33,22.54,1.89,,1.8334,6.598303204047219,0.563135593220339,0.3538135593220339,0.7949152542372881,0.6364406779661017
2025-03-13,11.85,1.33,22.42,1.88,,1.8565,6.582318565400843,0.559322033898305,0.35423728813559324,0.7877118644067796,0.6241525423728813
2025-03-14,12.12,1.36,22.79,1.92,,1.8317,6.41912508250825,0.6165254237288136,0.4516949152542373,0.8207627118644067,0.6576271186440678
2025-03-17,12.11,1.35,22.8,1.92,,1.8957,6.361938315441785,0.6152542372881356,0.42245762711864404,0.8216101694915254,0.6572033898305085
2025-03-18,12.12,1.36,22.89,1.92,,1.8885,6.362325082508249,0.6161016949152542,0.451271186440678,0.8275423728813559,0.6567796610169492
2025-03-19,12.15,1.36,22.81,1.92,,1.8708,6.359652674897119,0.6194915254237288,0.45084745762711864,0.8228813559322034,0.6563559322033898
