日期,收盘点位,全收益收盘点位(元),市值(元),流通市值(元),自由流通市值(元),PS-TTM市值加权,PS-TTM 分位点,PS-TTM 80%分位点值,PS-TTM 50%分位点值,PS-TTM 20%分位点值
2025-10-22,=13018.4800,=14175.6911,=4381505574596.1699,=3551615284434,=2133808439776.8325,=10.3066,=0.9926,=7.6192,=6.5082,=5.6994
2025-10-21,=13047.1300,=14205.5076,=4377822770854.1699,=3545099488923,=2138611505168.4275,=10.2980,=0.9926,=7.6187,=6.5057,=5.6994
2025-10-20,=12628.3500,=13749.5493,=4233620293251.2988,=3429393622485,=2069993859796.0400,=9.9588,=0.9893,=7.6180,=6.5032,=5.6994
2025-10-17,=12521.7000,=13633.4288,=4200373790505.4902,=3400447391057,=2053170465549.9224,=9.9180,=0.9886,=7.6176,=6.5022,=5.6994
2025-10-16,=12992.2900,=14145.7176,=4357955972901.7402,=3522325180538,=2130426645931.3577,=10.2901,=0.9926,=7.6176,=6.5011,=5.6986
2025-10-15,=13074.2200,=14234.9245,=4396568587684.6401,=3551758294806,=2123408932509.7949,=10.4219,=0.9940,=7.6171,=6.4996,=5.6986
2025-10-14,=12834.2700,=13973.6662,=4305599660788.7002,=3475721398818,=2085438413559.0100,=10.2063,=0.9933,=7.6166,=6.4982,=5.6986
2025-10-13,=13590.2100,=14796.7236,=4575091672016.7695,=3686246736259,=2208075954305.2100,=10.8451,=0.9966,=7.6164,=6.4981,=5.6986
2025-10-10,=13412.8200,=14603.5796,=4467654582288.8906,=3633121823873,=2177613076874.0750,=10.5904,=0.9960,=7.6156,=6.4980,=5.6986
2025-10-09,=14259.8700,=15525.8321,=4775446407629.0801,=3869199952714,=2315879740147.6377,=11.3201,=1,=7.6156,=6.4972,=5.6876
2025-09-30,=13889.6800,=15122.7753,=4679538483519.1699,=3770681990855,=2257514263451.2705,=11.0927,=1,=7.6150,=6.4964,=5.6876
2025-09-29,=13649.8700,=14861.6752,=4609670404566.3096,=3727570954386,=2217689523180.9404,=10.9271,=1,=7.6148,=6.4953,=5.6876
2025-09-26,=13474.3100,=14670.5354,=4548344355971.6006,=3690107600987,=2187261307491.2500,=10.7817,=0.9987,=7.6104,=6.4943,=5.6876
2025-09-25,=13660.8300,=14873.3178,=4604120649533.6709,=3745667743787,=2217573825331.5869,=10.9139,=1,=7.6059,=6.4930,=5.6876
2025-09-24,=13567.5500,=14771.7550,=4577527272785.5195,=3715929791317,=2203487768673.2500,=10.8509,=1,=7.6059,=6.4917,=5.6855
2025-09-23,=12999.5800,=14153.3811,=4385277558184.2505,=3564666086669,=2110811842470.1899,=10.3952,=0.9993,=7.6054,=6.4914,=5.6855
2025-09-22,=13022.5100,=14178.3462,=4398585003972.5586,=3575642523253,=2113471544716.2144,=10.4267,=1,=7.6029,=6.4912,=5.6855
2025-09-19,=12519.1400,=13630.3002,=4201492507190.6904,=3425127342256,=2030766821419.0601,=9.9595,=0.9986,=7.5996,=6.4912,=5.6855
2025-09-18,=12736.7100,=13867.1774,=4275856915448.9702,=3494389838612,=2065081951094.2949,=10.1358,=1,=7.5974,=6.4912,=5.6855
2025-09-17,=12490.2000,=13598.7836,=4185773100341.9102,=3432548502603,=2023808477320.4524,=9.9223,=0.9993,=7.5974,=6.4905,=5.6836
2025-09-16,=12349.7900,=13445.9167,=4109084016972.6904,=3400648029707,=1998997854459.8557,=9.7405,=0.9986,=7.5960,=6.4898,=5.6836
2025-09-15,=12201.0300,=13283.9522,=4051063368629.6299,=3349475990939,=1974496838368.9199,=9.6029,=0.9966,=7.5959,=6.4893,=5.6836
2025-09-12,=12110.9800,=13185.9046,=4020335568547.4199,=3321613448786,=1959596905893.9404,=9.5301,=0.9959,=7.5949,=6.4888,=5.6836
2025-09-11,=11921.0700,=12979.1370,=3978494534729.5498,=3269470202322,=1930338273636.4265,=9.4309,=0.9932,=7.5937,=6.4885,=5.6836
2025-09-10,=11201.9700,=12196.2123,=3719726336865.8188,=3050853449375,=1815084064250.6770,=8.8175,=0.9776,=7.5937,=6.4882,=5.6758
2025-09-09,=11000.1400,=11976.4727,=3654442105380.9600,=2991086865354,=1782726801523.6335,=8.6627,=0.9694,=7.5904,=6.4857,=5.6758
2025-09-08,=11327.7100,=12333.1166,=3803044031966.8608,=3068136256738,=1838844050618.0320,=9.0150,=0.9864,=7.5895,=6.4832,=5.6758
2025-09-05,=11277.8800,=12278.8664,=3797891662792.9702,=3062638305315,=1830518746205.5249,=9.0028,=0.9864,=7.5892,=6.4810,=5.6758
2025-09-04,=10904.9900,=11872.8801,=3691767997424.2300,=2958556372800,=1771568503988.8618,=8.7512,=0.9748,=7.5849,=6.4788,=5.6758
2025-09-03,=11768.7700,=12813.3221,=3946647988965.5098,=3211218718687,=1908416788608.7056,=9.3554,=0.9925,=7.5849,=6.4783,=5.6701
2025-09-02,=12023.8100,=13091.0009,=4022976224325.3398,=3286747871118,=1957517716807.9429,=9.5363,=0.9966,=7.5831,=6.4778,=5.6701
2025-09-01,=12322.0800,=13415.7395,=4105590390899.8506,=3367239996714,=2006435934077.5901,=9.7322,=0.9986,=7.5825,=6.4766,=5.6701
2025-08-29,=12134.0400,=13211.0129,=4054014122381.2212,=3318065300414,=1976258811673.0251,=9.5291,=0.9973,=7.5820,=6.4753,=5.6701
2025-08-28,=12488.6300,=13597.0761,=4196074679007.9009,=3342003571629,=2022193628932.5591,=10.0293,=1,=7.5813,=6.4749,=5.6701
2025-08-27,=11593.5900,=12622.5986,=3839653166875.5498,=3098897876715,=1873423798580.9810,=9.1900,=0.9932,=7.5813,=6.4746,=5.6683
2025-08-26,=11605.4500,=12635.5064,=3844234862823.0010,=3086002300034,=1873865324253.8169,=9.2528,=0.9938,=7.5801,=6.4746,=5.6683
2025-08-25,=11683.5700,=12720.5650,=3888841044919.7202,=3117744927988,=1880146865452.0510,=9.3724,=0.9959,=7.5801,=6.4746,=5.6683
2025-08-22,=11325.1500,=12330.3284,=3769605363521.1201,=2992875048549,=1824493922319.4231,=9.0373,=0.9931,=7.5773,=6.4738,=5.6683
2025-08-21,=10312.3000,=11227.5788,=3393181778488.0195,=2702518098937,=1660673811818.8469,=8.1320,=0.9294,=7.5747,=6.4731,=5.6683
2025-08-20,=10278.9700,=11191.2899,=3392557837143.7700,=2695750416338,=1656137876170.5269,=8.1427,=0.9300,=7.5747,=6.4724,=5.6663
2025-08-19,=9890.0500,=10767.8520,=3262142652751.7603,=2587001483944,=1594046472155.0957,=7.8297,=0.8798,=7.5713,=6.4717,=5.6663
2025-08-18,=10059.2200,=10952.0425,=3325726139817.3599,=2630049960676,=1615023208999.5718,=8.0052,=0.9182,=7.5709,=6.4709,=5.6663
2025-08-15,=9903.6600,=10782.6742,=3281441371819.0703,=2634944611376,=1590666884628.1887,=7.8993,=0.8941,=7.5706,=6.4700,=5.6663
2025-08-14,=9777.1600,=10644.9495,=3238626297916.9102,=2608634609309,=1569547561993.2410,=7.7962,=0.8734,=7.5700,=6.4688,=5.6663
2025-08-13,=9604.8800,=10457.3710,=3169461311134.0498,=2543415662466,=1542920278124.7837,=7.6297,=0.8278,=7.5700,=6.4676,=5.6658
2025-08-12,=9537.4300,=10383.9357,=3148848299700.5000,=2524443408190,=1532358520240.2805,=7.5801,=0.8057,=7.5691,=6.4674,=5.6658
2025-08-11,=9272.9000,=10095.9312,=3058007046242.9805,=2247715451852,=1490900235230.5151,=7.3614,=0.7524,=7.5666,=6.4672,=5.6658
2025-08-08,=9226.9700,=10045.9285,=3043716369537.1299,=2235544293001,=1483732758326.9358,=7.3270,=0.7419,=7.5666,=6.4658,=5.6658
2025-08-07,=9387.8100,=10221.0394,=3108579144936.4209,=2274497136390,=1510411375596.1101,=7.4832,=0.7783,=7.5666,=6.4644,=5.6658
2025-08-06,=9359.7200,=10190.4553,=3106180601222.5796,=2270048093313,=1505959754962.5054,=7.4860,=0.7789,=7.5691,=6.4639,=5.6650
2025-08-05,=9296.3200,=10121.4313,=3092264703263.6401,=2255231917896,=1495111768985.8401,=7.4685,=0.7780,=7.5691,=6.4635,=5.6650
2025-08-04,=9268.7300,=10091.3939,=3085157631198.1704,=2248363718592,=1490713704636.1826,=7.4514,=0.7723,=7.5691,=6.4623,=5.6650
2025-08-01,=9177.0800,=9991.6067,=3050319378474.7100,=2262163170193,=1475576854455.0129,=7.3672,=0.7555,=7.5691,=6.4611,=5.6650
2025-07-31,=9290.0300,=10112.1798,=3086624726959.7310,=2289149314937,=1493851858789.2517,=7.4549,=0.7734,=7.5691,=6.4603,=5.6650
2025-07-30,=9421.1400,=10254.9009,=3125176387176.3203,=2319736314230,=1515102910802.7959,=7.5480,=0.7920,=7.5700,=6.4595,=5.6584
2025-07-29,=9516.4200,=10358.6050,=3164778704694.3301,=2344422106732,=1530505088100.8413,=7.6437,=0.8321,=7.5700,=6.4539,=5.6584
2025-07-28,=9384.6700,=10215.2015,=3125831491764.7402,=2278603410052,=1509830972113.5154,=7.5496,=0.7938,=7.5691,=6.4529,=5.6584
2025-07-25,=9396.9500,=10228.5702,=3137304309087.0698,=2279985643908,=1512080072841.4849,=7.5773,=0.8040,=7.5691,=6.4529,=5.6584
2025-07-24,=9183.9500,=9996.7189,=3063515200713.9399,=2224120390819,=1478245692152.5645,=7.3991,=0.7663,=7.5666,=6.4529,=5.6584
2025-07-23,=9064.2800,=9866.4602,=3016886952844.0698,=2195510253283,=1458645631423.2036,=7.2865,=0.7404,=7.5691,=6.4523,=5.6537
2025-07-22,=8984.4000,=9779.5108,=2993873671376.0200,=2174533383658,=1445984405004.7466,=7.2309,=0.7326,=7.5691,=6.4518,=5.6537
2025-07-21,=8966.9300,=9760.4949,=2987334910907.5298,=2166912636832,=1443282608174.3855,=7.2151,=0.7296,=7.5691,=6.4513,=5.6537
2025-07-18,=8972.9500,=9767.0436,=2984452880012.0400,=2166628057674,=1444169432469.0024,=7.2082,=0.7280,=7.5691,=6.4508,=5.6537
2025-07-17,=8929.9500,=9720.2329,=2974414320315.0103,=2153214868045,=1437527089101.9685,=7.1839,=0.7202,=7.5691,=6.4503,=5.6537
2025-07-16,=8865.3500,=9649.9156,=2951292940246.0811,=2141475689266,=1426676133474.1680,=7.1281,=0.7060,=7.5700,=6.4499,=5.6452
2025-07-15,=8841.2200,=9623.6534,=2945987544779.9102,=2133253292558,=1423343136138.1223,=7.1153,=0.6981,=7.5700,=6.4498,=5.6452
2025-07-14,=8851.3100,=9634.6331,=2947572793134.8799,=2137595788596,=1424503923396.1860,=7.1191,=0.6993,=7.5700,=6.4497,=5.6452
2025-07-11,=8899.0600,=9686.6175,=2964096427889.6299,=2147725981172,=1432396437861.2896,=7.1590,=0.7131,=7.5700,=6.4496,=5.6452
2025-07-10,=8754.4500,=9529.2092,=2909742196335.4502,=2112749467176,=1408755537873.9314,=7.0277,=0.6765,=7.5700,=6.4494,=5.6452
2025-07-09,=8792.4300,=9569.6551,=2922618534899.3696,=2122863580243,=1414745263942.6853,=7.0588,=0.6826,=7.5706,=6.4477,=5.6450
2025-07-08,=8882.8100,=9668.0212,=2951823346217.4204,=2144237601401,=1429326993096.5117,=7.1293,=0.7069,=7.5706,=6.4460,=5.6450
2025-07-07,=8768.7300,=9543.8591,=2916422108900.5903,=2118421259759,=1410714631994.8972,=7.0438,=0.6807,=7.5706,=6.4451,=5.6450
2025-07-04,=8796.4700,=9574.0494,=2925758003808.4199,=2126029751696,=1415269034786.2764,=7.0664,=0.6854,=7.5706,=6.4442,=5.6450
2025-07-03,=8805.7400,=9584.0430,=2928360729257.1694,=2125582410807,=1417051651320.2476,=7.0727,=0.6873,=7.5706,=6.4429,=5.6450
2025-07-02,=8781.6900,=9553.8441,=2922229144117.5093,=2119660108060,=1412977976451.6118,=7.0579,=0.6828,=7.5709,=6.4416,=5.6435
2025-07-01,=8954.7600,=9742.1346,=2977613639049.5503,=2161786414172,=1440807402214.7302,=7.1916,=0.7206,=7.5709,=6.4414,=5.6435
2025-06-30,=9023.2400,=9816.2074,=3002429819560.6396,=2177009788116,=1451529234841.8960,=7.2516,=0.7345,=7.5709,=6.4411,=5.6435
2025-06-27,=8908.1500,=9690.6794,=2963109972107.5498,=2150059567754,=1432965673270.3682,=7.1566,=0.7111,=7.5709,=6.4404,=5.6435
2025-06-26,=8889.7200,=9670.6299,=2964653298135,=2145261291021,=1430169206593.6982,=7.1603,=0.7137,=7.5709,=6.4397,=5.6435
2025-06-25,=8955.0900,=9740.8174,=2982418218115.5303,=2160612584178,=1439667800154.1282,=7.2032,=0.7234,=7.5713,=6.4397,=5.6427
2025-06-24,=8813.7300,=9587.0564,=2928762950454.5801,=2129391561638,=1417419754198.1162,=7.0737,=0.6900,=7.5713,=6.4397,=5.6427
2025-06-23,=8647.2600,=9405.7702,=2875026440005.4502,=2072906895579,=1390649717703.5940,=6.9439,=0.6657,=7.5713,=6.4391,=5.6427
2025-06-20,=8553.6400,=9303.9394,=2833446325144.4199,=2050511602446,=1375135794613.4902,=6.8434,=0.6351,=7.5713,=6.4384,=5.6427
2025-06-19,=8611.5500,=9365.3390,=2848626244975.5996,=2062726291848,=1384322062217.2605,=6.8801,=0.6483,=7.5713,=6.4380,=5.6427
2025-06-18,=8615.6500,=9368.9696,=2852218142595.8804,=2062807333729,=1384863217716.1902,=6.8888,=0.6501,=7.5747,=6.4375,=5.6395
2025-06-17,=8575.7500,=9325.5845,=2844067159452.1099,=2050711761282,=1378742913532.5400,=6.8691,=0.6464,=7.5747,=6.4370,=5.6395
2025-06-16,=8626.8500,=9380.8099,=2864777120555.4102,=2063705689337,=1386830605729.3799,=6.9191,=0.6645,=7.5747,=6.4364,=5.6395
2025-06-13,=8603.0300,=9354.9132,=2846869462966.4897,=2065062001098,=1388405025365.9700,=6.9347,=0.6629,=7.5747,=6.4364,=5.6395
2025-06-12,=8606.7500,=9358.9519,=2841190571470.3003,=2063763652395,=1388889996761.6101,=6.9208,=0.6555,=7.5747,=6.4364,=5.6395
2025-06-11,=8672.3300,=9430.0779,=2862390673007.8105,=2081099099653,=1399611773992.5498,=6.9725,=0.6695,=7.5801,=6.4357,=5.6375
2025-06-10,=8703.2800,=9463.7394,=2872895076032.6694,=2085561558268,=1404074978729.4600,=6.9981,=0.6743,=7.5801,=6.4350,=5.6375
2025-06-09,=8870.3500,=9645.4043,=2923987050591.9004,=2129988735887,=1431392059586.0901,=7.1225,=0.7039,=7.5801,=6.4349,=5.6375
2025-06-06,=8878.8100,=9654.6049,=2926374840058.0801,=2121063694584,=1432837734280.9702,=7.1283,=0.7058,=7.5801,=6.4348,=5.6375
2025-06-05,=8871.4900,=9646.6487,=2925649363878.7100,=2121521605788,=1431339595738.7402,=7.1266,=0.7056,=7.5801,=6.4348,=5.6375
2025-06-04,=8740.7700,=9504.5055,=2886979404703.2202,=2090653330328,=1410097450680.7400,=7.0324,=0.6819,=7.5813,=6.4347,=5.6340
2025-06-03,=8688.0800,=9447.2094,=2872500583519.2998,=2078732093034,=1401598977053.2395,=6.9971,=0.6759,=7.5813,=6.4342,=5.6340
2025-05-30,=8635.4500,=9389.9792,=2857295661684.9897,=2066919691475,=1392769721333.6702,=6.9601,=0.6686,=7.5813,=6.4337,=5.6340
2025-05-29,=8763.2700,=9526.1155,=2897583663036.1812,=2097451747197,=1413509256041.4299,=7.0582,=0.6848,=7.5813,=6.4324,=5.6340
2025-05-28,=8606.2000,=9355.3719,=2845265165978.6011,=2059518013570,=1387978636334.1001,=6.9308,=0.6652,=7.5813,=6.4310,=5.6340
2025-05-27,=8676.0700,=9429.6423,=2869959405768.1104,=2077666750688,=1399368321673.7100,=6.9909,=0.6750,=7.5820,=6.4309,=5.6336
2025-05-26,=8799.6000,=9563.9082,=2907407536027.2100,=2109188912634,=1419020243344.9299,=7.0821,=0.6920,=7.5820,=6.4309,=5.6336
2025-05-23,=8763.1700,=9524.2100,=2889852821247.4707,=2100321384513,=1412781384665.8604,=7.0394,=0.6839,=7.5820,=6.4305,=5.6336
2025-05-22,=8873.7300,=9644.3676,=2923379582621.4102,=2125783682606,=1430669455044.1899,=7.1210,=0.6994,=7.5820,=6.4302,=5.6336
2025-05-21,=8887.3900,=9659.2111,=2931906995643.3599,=2129255355021,=1432813098722.5898,=7.1418,=0.7064,=7.5820,=6.4297,=5.6336
2025-05-20,=8996.9300,=9778.2707,=2964590543733.5605,=2155323837590,=1450480237868.2798,=7.2214,=0.7234,=7.5825,=6.4292,=5.6268
2025-05-19,=8965.6800,=9744.3066,=2958640790919.8203,=2148634673816,=1445447092296.5901,=7.2069,=0.7203,=7.5825,=6.4282,=5.6268
2025-05-16,=8923.1200,=9698.0512,=2942711060831.9102,=2138481393554,=1438638874392.3398,=7.1681,=0.7129,=7.5825,=6.4271,=5.6268
2025-05-15,=8959.1300,=9736.1219,=2953074218040.8799,=2145829687928,=1444073415717.2900,=7.1934,=0.7178,=7.5825,=6.4270,=5.6268
2025-05-14,=9143.6800,=9936.6728,=3011340017349.1011,=2189109154772,=1473846714379.9998,=7.3353,=0.7421,=7.5825,=6.4269,=5.6268
2025-05-13,=9094.1400,=9882.8362,=2993762206247.0801,=2177611969635,=1465925680440.2302,=7.2925,=0.7325,=7.5831,=6.4266,=5.6109
2025-05-12,=9136.8688,=9929.2722,=3011439029775.2998,=2186998352918,=1472981393333.5601,=7.3355,=0.7424,=7.5831,=6.4263,=5.6109
2025-05-09,=9099.3200,=9888.4669,=3004089117726.2305,=2182185476062,=1466358780399.0901,=7.3176,=0.7372,=7.5831,=6.4260,=5.6109
2025-05-08,=9283.7309,=10088.8710,=3074815060458.1899,=2223713501551,=1497185836790.1001,=7.5582,=0.7890,=7.5831,=6.4257,=5.6109
2025-05-07,=9349.8267,=10160.6990,=3099171508695.0396,=2238139223970,=1507501276272.5298,=7.6180,=0.8156,=7.5831,=6.4255,=5.6109
2025-05-06,=9374.9380,=10187.9881,=3099979251467.2002,=2238349678048,=1511442981522.9202,=7.6200,=0.8177,=7.5831,=6.4252,=5.6080
2025-04-30,=9225.4786,=10024.3118,=3055855750498.8501,=2203316475007,=1487553453303.2996,=7.5116,=0.7791,=7.5825,=6.4248,=5.6080
2025-04-29,=9163.6369,=9957.1152,=3035639302614.0098,=2188310070823,=1476074146195.7898,=7.5317,=0.7833,=7.5825,=6.4244,=5.6080
2025-04-28,=9069.8375,=9855.1937,=3019580448839.6602,=2171143843389,=1461500454352.8296,=7.5382,=0.7861,=7.5825,=6.4226,=5.6080
2025-04-25,=9043.9924,=9827.1107,=3011829681121.3804,=2163334438840,=1456253933684.5100,=7.6392,=0.8229,=7.5825,=6.4208,=5.6080
2025-04-24,=9050.7373,=9834.4396,=3018586060506.2197,=2145461218534,=1457250310137.4795,=7.6845,=0.8381,=7.5825,=6.4204,=5.6056
2025-04-23,=9156.6124,=9949.4824,=3050509396076.0596,=2166942268231,=1466611727963.1003,=7.7731,=0.8612,=7.5820,=6.4201,=5.6056
2025-04-22,=9184.8565,=9980.1721,=3063906529289.7002,=2175557223610,=1470733508152.7500,=7.8065,=0.8705,=7.5813,=6.4168,=5.6056
2025-04-21,=9213.4548,=10011.2468,=3074445935489.8799,=2180427686065,=1475351724110.0400,=7.8495,=0.8792,=7.5801,=6.4135,=5.6056
2025-04-18,=9109.4240,=9898.2080,=3048745613747.7900,=2096853406464,=1397193106769.8899,=7.8311,=0.8755,=7.5747,=6.4125,=5.6056
2025-04-17,=9204.9336,=10001.9878,=3080528627300.6201,=2117481126273,=1410192661295.2100,=7.9430,=0.9023,=7.5747,=6.4114,=5.6050
2025-04-16,=9182.9624,=9978.1141,=3073964567231.1001,=2110854455310,=1409662316940.4600,=7.9261,=0.8950,=7.5713,=6.4114,=5.6050
2025-04-15,=9062.3747,=9847.0847,=3025487954911.0601,=2080709544802,=1389293601276.3606,=7.8189,=0.8759,=7.5709,=6.4113,=5.6050
2025-04-14,=9178.2900,=9973.0337,=3066660656102.5601,=2108259002466,=1406160550389.3701,=7.9253,=0.8948,=7.5706,=6.4110,=5.6050
2025-04-11,=9169.4741,=9963.6046,=3063995665797.6904,=2105466143290,=1406858036907.5701,=7.9274,=0.8955,=7.5700,=6.4107,=5.6050
2025-04-10,=8827.6138,=9591.9959,=2962005877677.3101,=2029298996978,=1353673780990.7798,=7.6651,=0.8369,=7.5700,=6.4096,=5.6047
2025-04-09,=8746.1458,=9503.4736,=2940872152750.0605,=2012000509383,=1339572221431.4802,=7.6104,=0.8177,=7.5691,=6.4084,=5.6047
2025-04-08,=8307.7905,=9027.1612,=2784691012872.8389,=1909639443029,=1273846845524.6299,=7.2063,=0.7319,=7.5666,=6.4080,=5.6047
2025-04-07,=8320.3850,=9040.8462,=2778416612347.1504,=1910887329097,=1275153335617.6702,=7.1900,=0.7295,=7.5666,=6.4075,=5.6047
2025-04-03,=9052.6569,=9836.5254,=2998996121426.4702,=2081215880569,=1383963769308.3999,=7.7608,=0.8643,=7.5666,=6.4066,=5.6047
2025-04-02,=9069.6660,=9855.0073,=2991029340244.0601,=2083290020018,=1386644463798.9197,=7.7402,=0.8590,=7.5666,=6.4057,=5.6046
2025-04-01,=9077.0400,=9863.0198,=2992241614845.5400,=2085209066261,=1387421669691.1499,=7.7434,=0.8597,=7.5614,=6.4053,=5.6046
2025-03-31,=9057.4783,=9841.7642,=2999644213299.4302,=2077315572711,=1386084204835.8999,=7.7766,=0.8676,=7.5614,=6.4050,=5.6046
2025-03-28,=9082.6704,=9869.1377,=3009738769221.1499,=2081593314240,=1390055142449.8201,=7.7990,=0.8712,=7.5588,=6.4047,=5.6046
2025-03-27,=9218.8559,=10017.1155,=3059429824581.5195,=2113521086782,=1411102058467.3301,=8.0059,=0.9131,=7.5551,=6.4044,=5.6046
2025-03-26,=9154.6793,=9947.3818,=3030427013959.8701,=2100522539873,=1399534093111.9104,=7.9300,=0.8968,=7.5551,=6.4043,=5.6035
2025-03-25,=9189.0684,=9984.7486,=3038532272090.9399,=2107563983483,=1404927470698.9502,=7.9512,=0.9034,=7.5519,=6.4043,=5.6035
2025-03-24,=9353.9475,=10163.9045,=3097251218553.3989,=2142341640537,=1427221497846.9302,=8.1049,=0.9232,=7.5506,=6.4042,=5.6035
2025-03-21,=9292.9848,=10097.6630,=3075873557815.8701,=2128629162543,=1417703955723.3103,=8.0489,=0.9180,=7.5481,=6.4041,=5.6035
2025-03-20,=9519.1026,=10343.3603,=3151016773881.2100,=2179559734798,=1451909500014.8101,=8.2456,=0.9394,=7.5403,=6.4041,=5.6035
2025-03-19,=9615.8501,=10448.4851,=3179178374629.1997,=2201212126167,=1467217287687.8999,=8.3193,=0.9445,=7.5403,=6.4040,=5.5933
2025-03-18,=9750.1477,=10594.4115,=3220452273563.6099,=2233678732539,=1484055016852.0200,=8.4273,=0.9593,=7.5359,=6.4036,=5.5933
2025-03-17,=9695.7434,=10535.2964,=3205502869114.6895,=2221158672182,=1474988878778.7402,=8.3882,=0.9563,=7.5345,=6.4031,=5.5933
2025-03-14,=9757.9176,=10602.8542,=3229812227343.5103,=2233281685245,=1484826957186.1299,=8.4518,=0.9607,=7.5344,=6.4028,=5.5933
2025-03-13,=9574.5137,=10403.5694,=3171391555714.6602,=2191252757351,=1457012946040.0500,=8.2989,=0.9458,=7.5303,=6.4025,=5.5933
2025-03-12,=9845.9968,=10698.5602,=3264126421261.6001,=2251379107680,=1497435112771.7900,=8.5416,=0.9696,=7.5303,=6.4024,=5.5916
2025-03-11,=9894.5467,=10751.3140,=3277468597936.9404,=2265325113695,=1502970297223.0801,=8.5765,=0.9718,=7.5291,=6.4023,=5.5916
2025-03-10,=9963.9755,=10826.7546,=3294830908041.4297,=2279055083818,=1514691647497.4500,=8.6219,=0.9740,=7.5271,=6.4021,=5.5916
2025-03-07,=9983.4925,=10847.9615,=3301610872644.4204,=2284914899845,=1521045975602.3196,=8.6396,=0.9747,=7.5266,=6.4018,=5.5916
2025-03-06,=10142.5715,=11020.8151,=3357130769653.6699,=2320475373810,=1544113121860.6899,=8.7849,=0.9829,=7.5131,=6.4014,=5.5916
2025-03-05,=9806.5494,=10655.6969,=3249225345232.2798,=2241931930535,=1497373493165.4895,=8.5026,=0.9709,=7.5131,=6.4009,=5.5898
2025-03-04,=9764.1088,=10609.5814,=3234171222526.7705,=2233136613081,=1493167821892.3899,=8.4632,=0.9657,=7.5055,=6.3988,=5.5898
2025-03-03,=9586.2337,=10416.3041,=3182483363193.8096,=2195669700511,=1464081067037.1597,=8.3279,=0.9537,=7.5035,=6.3968,=5.5898
2025-02-28,=9755.9788,=10600.7474,=3245715550935.7402,=2229907750632,=1487286986218.6697,=8.5147,=0.9716,=7.5034,=6.3964,=5.5898
2025-02-27,=10243.8706,=11130.8857,=3410533440995.3096,=2340047081043,=1559427908732.8501,=8.9471,=0.9888,=7.5025,=6.3961,=5.5898
2025-02-26,=10306.6088,=11199.0564,=3432787242327.1997,=2357676146412,=1569957144509.0598,=9.0173,=0.9925,=7.5025,=6.3949,=5.5876
2025-02-25,=10150.3309,=11029.2464,=3367944018930,=2323834992714,=1544975985981.3203,=8.8470,=0.9880,=7.4971,=6.3936,=5.5876
2025-02-24,=10209.5633,=11093.6077,=3389826718668.9189,=2338231177115,=1555893821188.2805,=8.9045,=0.9895,=7.4944,=6.3934,=5.5876
2025-02-21,=10168.0473,=11048.4969,=3383346716171.1201,=2329056553872,=1552705656478.4500,=8.8875,=0.9895,=7.4903,=6.3931,=5.5876
2025-02-20,=9618.6904,=10451.5713,=3191568265310.4595,=2211062775566,=1477071239877.2000,=8.3837,=0.9655,=7.4771,=6.3931,=5.5876
2025-02-19,=9687.0933,=10525.8972,=3226271238580.2197,=2225707684473,=1487789592497.6702,=8.4749,=0.9730,=7.4771,=6.3930,=5.5872
